,DISC_RefExprPronounsPerNoun,DISC_RefExprPronounsPerSen,DISC_RefExprPronounsPerWord,DISC_RefExprPerPronounsPerSen,DISC_RefExprPerProPerWord,DISC_RefExprPossProPerSen,DISC_RefExprPossProPerWord,DISC_RefExprDefArtPerSen,DISC_RefExprDefArtPerWord,DISC_RefExprProperNounsPerNoun
98155,1.4666666666666666,2.0,0.1317365269461078,2.0,0.1317365269461078,0.0,0.0,0.2727272727272727,0.017964071856287425,0.7333333333333333
209775,1.1153846153846154,2.230769230769231,0.10583941605839416,2.1538461538461537,0.10218978102189781,0.07692307692307693,0.0036496350364963502,0.6923076923076923,0.032846715328467155,0.9230769230769231
32681,0.7058823529411765,2.6666666666666665,0.1038961038961039,2.6666666666666665,0.1038961038961039,0.0,0.0,1.4444444444444444,0.05627705627705628,0.11764705882352941
370404,1.2894736842105263,2.7222222222222223,0.15705128205128205,2.611111111111111,0.15064102564102563,0.1111111111111111,0.00641025641025641,1.2222222222222223,0.07051282051282051,0.2631578947368421
80855,0.7096774193548387,0.9565217391304348,0.0859375,0.8695652173913043,0.078125,0.08695652173913043,0.0078125,0.34782608695652173,0.03125,0.5161290322580645
101880,1.34,2.2333333333333334,0.13320079522862824,2.1333333333333333,0.1272365805168986,0.1,0.005964214711729622,0.36666666666666664,0.02186878727634195,0.2
46808,0.8076923076923077,1.4,0.09813084112149532,1.4,0.09813084112149532,0.0,0.0,0.9333333333333333,0.06542056074766354,0.38461538461538464
125868,3.0625,2.8823529411764706,0.22171945701357465,2.8823529411764706,0.22171945701357465,0.0,0.0,0.11764705882352941,0.00904977375565611,0.125
81668,2.2,4.0,0.14965986394557823,3.6363636363636362,0.1360544217687075,0.36363636363636365,0.013605442176870748,0.09090909090909091,0.003401360544217687,0.3
116219,0.49019607843137253,1.1904761904761905,0.08503401360544217,1.0952380952380953,0.0782312925170068,0.09523809523809523,0.006802721088435374,0.2857142857142857,0.02040816326530612,0.23529411764705882
224285,0.8048780487804879,1.9411764705882353,0.11785714285714285,1.7058823529411764,0.10357142857142858,0.23529411764705882,0.014285714285714285,0.23529411764705882,0.014285714285714285,0.3170731707317073
238889,0.6595744680851063,2.066666666666667,0.09872611464968153,1.8666666666666667,0.08917197452229299,0.2,0.009554140127388535,0.5333333333333333,0.025477707006369428,0.2127659574468085
84133,0.8409090909090909,1.4230769230769231,0.10335195530726257,1.3461538461538463,0.09776536312849161,0.07692307692307693,0.00558659217877095,0.3076923076923077,0.0223463687150838,0.6136363636363636
27798,0.65,2.1666666666666665,0.09725685785536159,1.9444444444444444,0.08728179551122195,0.2222222222222222,0.00997506234413965,1.3333333333333333,0.059850374064837904,0.4166666666666667
199215,0.5909090909090909,1.1818181818181819,0.06842105263157895,1.0909090909090908,0.06315789473684211,0.09090909090909091,0.005263157894736842,1.1818181818181819,0.06842105263157895,1.0909090909090908
264418,1.2857142857142858,3.5,0.13070539419087138,3.4444444444444446,0.12863070539419086,0.05555555555555555,0.002074688796680498,0.7777777777777778,0.029045643153526972,0.6122448979591837
91292,1.2941176470588236,2.75,0.1317365269461078,2.625,0.12574850299401197,0.125,0.005988023952095809,0.5,0.023952095808383235,0.5882352941176471
272624,0.8928571428571429,2.380952380952381,0.09560229445506692,2.142857142857143,0.08604206500956023,0.23809523809523808,0.009560229445506692,0.8571428571428571,0.03441682600382409,0.5
107182,0.9555555555555556,1.72,0.13109756097560976,1.52,0.11585365853658537,0.2,0.01524390243902439,0.44,0.03353658536585366,0.37777777777777777
114945,1.064516129032258,4.125,0.12992125984251968,3.625,0.1141732283464567,0.5,0.015748031496062992,1.0,0.031496062992125984,0.1935483870967742
41381,0.8947368421052632,2.6153846153846154,0.12878787878787878,2.3076923076923075,0.11363636363636363,0.3076923076923077,0.015151515151515152,0.7692307692307693,0.03787878787878788,0.2631578947368421
89266,0.5283018867924528,1.6470588235294117,0.07161125319693094,1.588235294117647,0.06905370843989769,0.058823529411764705,0.0025575447570332483,1.0,0.043478260869565216,0.3584905660377358
230422,0.4050632911392405,1.28,0.06517311608961303,1.16,0.059063136456211814,0.12,0.006109979633401222,1.4,0.07128309572301425,0.34177215189873417
223926,0.5882352941176471,1.6666666666666667,0.08,1.5833333333333333,0.076,0.08333333333333333,0.004,0.4166666666666667,0.02,0.4411764705882353
61035,0.8823529411764706,1.25,0.08620689655172414,1.1666666666666667,0.08045977011494253,0.08333333333333333,0.005747126436781609,0.25,0.017241379310344827,0.7647058823529411
121400,0.8823529411764706,2.142857142857143,0.11538461538461539,2.142857142857143,0.11538461538461539,0.0,0.0,0.5714285714285714,0.03076923076923077,0.35294117647058826
202431,0.7,1.5555555555555556,0.07954545454545454,1.4444444444444444,0.07386363636363637,0.1111111111111111,0.005681818181818182,0.8888888888888888,0.045454545454545456,0.8
299754,1.1428571428571428,3.111111111111111,0.13930348258706468,2.9444444444444446,0.1318407960199005,0.16666666666666666,0.007462686567164179,0.5555555555555556,0.024875621890547265,0.3877551020408163
193291,1.103448275862069,5.333333333333333,0.12549019607843137,4.5,0.10588235294117647,0.8333333333333334,0.0196078431372549,1.3333333333333333,0.03137254901960784,0.7241379310344828
111363,0.7878787878787878,2.3636363636363638,0.1319796954314721,2.1818181818181817,0.1218274111675127,0.18181818181818182,0.01015228426395939,0.45454545454545453,0.025380710659898477,0.24242424242424243
22689,1.2142857142857142,2.4285714285714284,0.11564625850340136,2.357142857142857,0.11224489795918367,0.07142857142857142,0.003401360544217687,0.8571428571428571,0.04081632653061224,0.7857142857142857
187775,0.7719298245614035,7.333333333333333,0.13134328358208955,5.666666666666667,0.10149253731343283,1.6666666666666667,0.029850746268656716,0.6666666666666666,0.011940298507462687,0.17543859649122806
136211,1.0333333333333334,3.1,0.12015503875968993,3.1,0.12015503875968993,0.0,0.0,1.3,0.050387596899224806,0.4
87434,0.9166666666666666,1.9411764705882353,0.10749185667752444,1.8823529411764706,0.10423452768729642,0.058823529411764705,0.003257328990228013,0.47058823529411764,0.026058631921824105,0.5833333333333334
41032,0.6744186046511628,1.6111111111111112,0.10247349823321555,1.6111111111111112,0.10247349823321555,0.0,0.0,0.4444444444444444,0.028268551236749116,0.3953488372093023
261902,0.5346534653465347,1.588235294117647,0.08852459016393442,1.411764705882353,0.07868852459016394,0.17647058823529413,0.009836065573770493,0.4411764705882353,0.02459016393442623,0.2376237623762376
28142,0.9615384615384616,2.7777777777777777,0.1152073732718894,2.5555555555555554,0.10599078341013825,0.2222222222222222,0.009216589861751152,1.0,0.041474654377880185,0.5
282560,1.1470588235294117,1.6956521739130435,0.11304347826086956,1.6521739130434783,0.11014492753623188,0.043478260869565216,0.002898550724637681,0.5217391304347826,0.034782608695652174,0.47058823529411764
132570,1.0,2.5384615384615383,0.12313432835820895,2.5384615384615383,0.12313432835820895,0.0,0.0,1.1538461538461537,0.055970149253731345,0.36363636363636365
65068,0.7397260273972602,2.4545454545454546,0.10285714285714286,2.3181818181818183,0.09714285714285714,0.13636363636363635,0.005714285714285714,1.2272727272727273,0.05142857142857143,0.1232876712328767
92221,1.037037037037037,1.3333333333333333,0.09621993127147767,1.1428571428571428,0.08247422680412371,0.19047619047619047,0.013745704467353952,0.19047619047619047,0.013745704467353952,0.8518518518518519
234053,0.7346938775510204,1.2,0.10285714285714286,1.1333333333333333,0.09714285714285714,0.06666666666666667,0.005714285714285714,0.36666666666666664,0.03142857142857143,0.2857142857142857
30162,1.152542372881356,4.857142857142857,0.1419624217118998,4.714285714285714,0.13778705636743216,0.14285714285714285,0.0041753653444676405,0.7857142857142857,0.022964509394572025,0.22033898305084745
71987,1.5555555555555556,2.1538461538461537,0.14659685863874344,2.0,0.13612565445026178,0.15384615384615385,0.010471204188481676,0.5384615384615384,0.03664921465968586,0.6111111111111112
23343,0.9318181818181818,1.7083333333333333,0.10677083333333333,1.6666666666666667,0.10416666666666667,0.041666666666666664,0.0026041666666666665,0.5416666666666666,0.033854166666666664,0.36363636363636365
97289,0.8222222222222222,3.0833333333333335,0.12292358803986711,2.9166666666666665,0.11627906976744186,0.16666666666666666,0.006644518272425249,0.5,0.019933554817275746,0.15555555555555556
49029,0.9180327868852459,2.9473684210526314,0.11428571428571428,2.736842105263158,0.10612244897959183,0.21052631578947367,0.00816326530612245,1.105263157894737,0.04285714285714286,0.2786885245901639
225343,0.6341463414634146,1.368421052631579,0.09737827715355805,1.3157894736842106,0.09363295880149813,0.05263157894736842,0.003745318352059925,0.2631578947368421,0.018726591760299626,0.43902439024390244
273032,0.9444444444444444,2.5185185185185186,0.12639405204460966,2.259259259259259,0.11338289962825279,0.25925925925925924,0.013011152416356878,1.0740740740740742,0.05390334572490706,0.08333333333333333
26113,0.78125,1.7857142857142858,0.12077294685990338,1.5714285714285714,0.10628019323671498,0.21428571428571427,0.014492753623188406,0.2857142857142857,0.01932367149758454,0.59375
102389,0.7631578947368421,1.7058823529411764,0.13004484304932734,1.2941176470588236,0.09865470852017937,0.4117647058823529,0.03139013452914798,0.5882352941176471,0.04484304932735426,0.02631578947368421
107456,0.8823529411764706,2.0,0.12396694214876033,1.6,0.09917355371900827,0.4,0.024793388429752067,0.4,0.024793388429752067,0.029411764705882353
228561,0.4772727272727273,2.3333333333333335,0.08823529411764706,1.8888888888888888,0.07142857142857142,0.4444444444444444,0.01680672268907563,0.8888888888888888,0.03361344537815126,0.3181818181818182
94983,0.6764705882352942,1.4375,0.1,1.375,0.09565217391304348,0.0625,0.004347826086956522,0.6875,0.04782608695652174,0.23529411764705882
229808,0.5,1.5454545454545454,0.0845771144278607,1.2727272727272727,0.06965174129353234,0.2727272727272727,0.014925373134328358,0.7272727272727273,0.03980099502487562,0.4117647058823529
208322,0.631578947368421,1.5,0.07741935483870968,1.125,0.05806451612903226,0.375,0.01935483870967742,0.5625,0.02903225806451613,0.47368421052631576
290546,0.95,3.1666666666666665,0.13818181818181818,2.9166666666666665,0.12727272727272726,0.25,0.01090909090909091,0.6666666666666666,0.02909090909090909,0.125
261267,1.1333333333333333,2.04,0.1291139240506329,1.96,0.1240506329113924,0.08,0.005063291139240506,0.28,0.017721518987341773,0.3111111111111111
24814,0.7272727272727273,2.4,0.11538461538461539,2.4,0.11538461538461539,0.0,0.0,0.7,0.03365384615384615,0.18181818181818182
106514,0.9666666666666667,1.45,0.10320284697508897,1.4,0.099644128113879,0.05,0.0035587188612099642,0.4,0.028469750889679714,0.5666666666666667
188334,0.5405405405405406,1.0526315789473684,0.0796812749003984,0.8947368421052632,0.06772908366533864,0.15789473684210525,0.01195219123505976,0.3157894736842105,0.02390438247011952,0.32432432432432434
139032,1.0,3.3,0.11956521739130435,3.2,0.11594202898550725,0.1,0.0036231884057971015,1.55,0.05615942028985507,0.15151515151515152
272817,1.0444444444444445,1.3055555555555556,0.1087962962962963,1.2222222222222223,0.10185185185185185,0.08333333333333333,0.006944444444444444,0.5833333333333334,0.04861111111111111,0.4222222222222222
121128,0.6176470588235294,1.6153846153846154,0.10294117647058823,1.5384615384615385,0.09803921568627451,0.07692307692307693,0.004901960784313725,1.0,0.06372549019607843,0.08823529411764706
118583,1.1111111111111112,2.3076923076923075,0.11538461538461539,2.230769230769231,0.11153846153846154,0.07692307692307693,0.0038461538461538464,0.23076923076923078,0.011538461538461539,0.1111111111111111
27880,1.5333333333333334,1.6428571428571428,0.13609467455621302,1.5714285714285714,0.1301775147928994,0.07142857142857142,0.005917159763313609,0.0,0.0,0.8666666666666667
208148,1.5555555555555556,4.0,0.175,3.5,0.153125,0.5,0.021875,0.7142857142857143,0.03125,0.027777777777777776
125344,1.5151515151515151,16.666666666666668,0.14124293785310735,16.0,0.13559322033898305,0.6666666666666666,0.005649717514124294,6.666666666666667,0.05649717514124294,0.45454545454545453
243797,0.8983050847457628,2.9444444444444446,0.12211981566820276,2.6666666666666665,0.11059907834101383,0.2777777777777778,0.01152073732718894,0.6666666666666666,0.027649769585253458,0.0847457627118644
327283,1.1025641025641026,2.15,0.13109756097560976,1.9,0.11585365853658537,0.25,0.01524390243902439,0.5,0.03048780487804878,0.3333333333333333
49264,1.05,4.2,0.11731843575418995,3.6,0.1005586592178771,0.6,0.01675977653631285,1.2,0.0335195530726257,0.3
38019,0.7291666666666666,2.5,0.11041009463722397,2.2857142857142856,0.10094637223974763,0.21428571428571427,0.00946372239747634,0.5,0.022082018927444796,0.2708333333333333
207977,0.5483870967741935,1.4166666666666667,0.08717948717948718,1.3333333333333333,0.08205128205128205,0.08333333333333333,0.005128205128205128,0.16666666666666666,0.010256410256410256,0.6129032258064516
266366,0.9390243902439024,3.6666666666666665,0.11175616835994194,3.4761904761904763,0.10595065312046444,0.19047619047619047,0.005805515239477504,2.0952380952380953,0.06386066763425254,0.25609756097560976
213619,1.1071428571428572,2.3846153846153846,0.12757201646090535,2.3076923076923075,0.12345679012345678,0.07692307692307693,0.00411522633744856,0.23076923076923078,0.012345679012345678,0.2857142857142857
226602,0.6857142857142857,1.5,0.09411764705882353,1.3125,0.08235294117647059,0.1875,0.011764705882352941,0.3125,0.0196078431372549,0.6571428571428571
93828,0.9375,1.7647058823529411,0.11194029850746269,1.411764705882353,0.08955223880597014,0.35294117647058826,0.022388059701492536,0.5294117647058824,0.033582089552238806,0.34375
74204,0.8461538461538461,2.357142857142857,0.12941176470588237,1.7142857142857142,0.09411764705882353,0.6428571428571429,0.03529411764705882,0.5,0.027450980392156862,0.3076923076923077
22798,1.0333333333333334,2.5833333333333335,0.12156862745098039,2.4166666666666665,0.11372549019607843,0.16666666666666666,0.00784313725490196,1.0,0.047058823529411764,0.4666666666666667
241164,0.967741935483871,2.0,0.11235955056179775,2.0,0.11235955056179775,0.0,0.0,0.6666666666666666,0.03745318352059925,0.5483870967741935
217395,0.7666666666666667,1.0952380952380953,0.08712121212121213,0.9523809523809523,0.07575757575757576,0.14285714285714285,0.011363636363636364,0.23809523809523808,0.01893939393939394,1.0333333333333334
96337,1.3225806451612903,2.9285714285714284,0.15953307392996108,2.7142857142857144,0.14785992217898833,0.21428571428571427,0.011673151750972763,0.42857142857142855,0.023346303501945526,0.7419354838709677
203466,0.6206896551724138,1.2857142857142858,0.08181818181818182,1.2142857142857142,0.07727272727272727,0.07142857142857142,0.004545454545454545,0.7142857142857143,0.045454545454545456,0.8275862068965517
88792,0.9393939393939394,2.3846153846153846,0.10367892976588629,2.0,0.08695652173913043,0.38461538461538464,0.016722408026755852,0.7692307692307693,0.033444816053511704,0.6363636363636364
241638,0.5897435897435898,2.5555555555555554,0.08745247148288973,2.3333333333333335,0.07984790874524715,0.2222222222222222,0.0076045627376425855,1.4444444444444444,0.049429657794676805,0.46153846153846156
257247,0.8857142857142857,2.066666666666667,0.10163934426229508,1.9333333333333333,0.09508196721311475,0.13333333333333333,0.006557377049180328,0.6,0.029508196721311476,0.2857142857142857
88077,0.8333333333333334,5.454545454545454,0.12269938650306748,5.363636363636363,0.12065439672801637,0.09090909090909091,0.002044989775051125,2.0,0.044989775051124746,0.05555555555555555
30036,0.7307692307692307,1.7272727272727273,0.10106382978723404,1.6363636363636365,0.09574468085106383,0.09090909090909091,0.005319148936170213,0.45454545454545453,0.026595744680851064,0.5384615384615384
112172,0.5294117647058824,1.125,0.08709677419354839,1.125,0.08709677419354839,0.0,0.0,0.3333333333333333,0.025806451612903226,0.19607843137254902
231412,1.3333333333333333,2.1538461538461537,0.15555555555555556,2.076923076923077,0.15,0.07692307692307693,0.005555555555555556,0.15384615384615385,0.011111111111111112,0.47619047619047616
137827,0.7586206896551724,2.4444444444444446,0.10328638497652583,2.2222222222222223,0.09389671361502347,0.2222222222222222,0.009389671361502348,2.111111111111111,0.0892018779342723,0.20689655172413793
368460,1.3333333333333333,2.857142857142857,0.13071895424836602,2.5,0.11437908496732026,0.35714285714285715,0.016339869281045753,0.5714285714285714,0.026143790849673203,0.3333333333333333
49903,1.4680851063829787,3.8333333333333335,0.14285714285714285,3.7222222222222223,0.13871635610766045,0.1111111111111111,0.004140786749482402,0.9444444444444444,0.035196687370600416,0.2127659574468085
239242,1.625,2.4375,0.13978494623655913,2.1875,0.12544802867383512,0.25,0.014336917562724014,0.375,0.021505376344086023,0.5
130633,0.8125,2.0,0.10236220472440945,1.9230769230769231,0.0984251968503937,0.07692307692307693,0.003937007874015748,1.0,0.051181102362204724,0.15625
193322,1.0689655172413792,1.9375,0.16062176165803108,1.625,0.13471502590673576,0.3125,0.025906735751295335,0.1875,0.015544041450777202,0.034482758620689655
98187,1.3529411764705883,1.3529411764705883,0.10599078341013825,1.2941176470588236,0.10138248847926268,0.058823529411764705,0.004608294930875576,0.23529411764705882,0.018433179723502304,1.1764705882352942
216007,0.788235294117647,1.8611111111111112,0.10182370820668693,1.7222222222222223,0.09422492401215805,0.1388888888888889,0.007598784194528876,1.2222222222222223,0.0668693009118541,0.27058823529411763
110824,0.7297297297297297,1.8,0.09540636042402827,1.6666666666666667,0.08833922261484099,0.13333333333333333,0.007067137809187279,0.9333333333333333,0.04946996466431095,0.5405405405405406
40266,0.40963855421686746,2.4285714285714284,0.06910569105691057,2.357142857142857,0.06707317073170732,0.07142857142857142,0.0020325203252032522,1.8571428571428572,0.052845528455284556,0.024096385542168676
236021,1.16,1.9333333333333333,0.12663755458515283,1.7333333333333334,0.11353711790393013,0.2,0.013100436681222707,0.26666666666666666,0.017467248908296942,0.6
288714,1.2,1.6363636363636365,0.15,1.5454545454545454,0.14166666666666666,0.09090909090909091,0.008333333333333333,0.5909090909090909,0.05416666666666667,0.06666666666666667
84176,1.4705882352941178,3.8461538461538463,0.17064846416382254,3.769230769230769,0.16723549488054607,0.07692307692307693,0.0034129692832764505,0.6153846153846154,0.027303754266211604,0.14705882352941177
238567,0.868421052631579,1.736842105263158,0.13043478260869565,1.5263157894736843,0.11462450592885376,0.21052631578947367,0.015810276679841896,0.47368421052631576,0.03557312252964427,0.5263157894736842
100499,1.7619047619047619,2.8461538461538463,0.16444444444444445,2.769230769230769,0.16,0.07692307692307693,0.0044444444444444444,0.23076923076923078,0.013333333333333334,0.3333333333333333
263444,1.0125,2.189189189189189,0.11894273127753303,2.027027027027027,0.11013215859030837,0.16216216216216217,0.00881057268722467,0.8108108108108109,0.04405286343612335,0.1875
265302,0.6867469879518072,2.85,0.09965034965034965,2.75,0.09615384615384616,0.1,0.0034965034965034965,1.3,0.045454545454545456,0.3855421686746988
233431,1.135135135135135,2.1,0.13636363636363635,1.85,0.12012987012987013,0.25,0.016233766233766232,0.25,0.016233766233766232,0.2702702702702703
224631,0.6666666666666666,2.4285714285714284,0.10493827160493827,2.142857142857143,0.09259259259259259,0.2857142857142857,0.012345679012345678,1.0,0.043209876543209874,0.19607843137254902
74184,0.75,1.6666666666666667,0.13274336283185842,1.6111111111111112,0.12831858407079647,0.05555555555555555,0.004424778761061947,0.2777777777777778,0.022123893805309734,0.05
121117,0.8823529411764706,1.25,0.08928571428571429,1.0,0.07142857142857142,0.25,0.017857142857142856,0.5,0.03571428571428571,0.4117647058823529
241172,0.43243243243243246,1.6,0.0761904761904762,1.2,0.05714285714285714,0.4,0.01904761904761905,0.2,0.009523809523809525,0.10810810810810811
93119,0.8,0.9230769230769231,0.08275862068965517,0.9230769230769231,0.08275862068965517,0.0,0.0,0.15384615384615385,0.013793103448275862,0.5333333333333333
63951,1.2571428571428571,2.4444444444444446,0.13333333333333333,2.388888888888889,0.1303030303030303,0.05555555555555555,0.0030303030303030303,0.8333333333333334,0.045454545454545456,0.3142857142857143
16145,1.68,2.210526315789474,0.16600790513833993,2.0526315789473686,0.1541501976284585,0.15789473684210525,0.011857707509881422,0.8947368421052632,0.06719367588932806,0.92
124190,1.1428571428571428,2.1333333333333333,0.12598425196850394,2.066666666666667,0.1220472440944882,0.06666666666666667,0.003937007874015748,0.6666666666666666,0.03937007874015748,0.8928571428571429
295793,0.9333333333333333,1.3333333333333333,0.0958904109589041,1.1904761904761905,0.08561643835616438,0.14285714285714285,0.010273972602739725,0.3333333333333333,0.023972602739726026,0.6666666666666666
84140,1.173913043478261,3.375,0.13043478260869565,3.0,0.11594202898550725,0.375,0.014492753623188406,0.25,0.00966183574879227,0.391304347826087
204085,1.1612903225806452,2.769230769230769,0.13740458015267176,2.6153846153846154,0.1297709923664122,0.15384615384615385,0.007633587786259542,0.23076923076923078,0.011450381679389313,0.41935483870967744
270771,1.3,3.9,0.11239193083573487,3.7,0.10662824207492795,0.2,0.005763688760806916,1.0,0.02881844380403458,0.4
251839,1.025,1.9523809523809523,0.11988304093567251,1.6666666666666667,0.1023391812865497,0.2857142857142857,0.017543859649122806,0.5714285714285714,0.03508771929824561,0.225
246216,0.875,2.3333333333333335,0.1111111111111111,2.2666666666666666,0.10793650793650794,0.06666666666666667,0.0031746031746031746,0.5333333333333333,0.025396825396825397,0.625
290088,1.121212121212121,2.466666666666667,0.1417624521072797,2.3333333333333335,0.13409961685823754,0.13333333333333333,0.007662835249042145,0.26666666666666666,0.01532567049808429,0.030303030303030304
35684,0.5609756097560976,2.3,0.10407239819004525,2.1,0.09502262443438914,0.2,0.00904977375565611,1.1,0.049773755656108594,0.24390243902439024
227173,0.9302325581395349,2.1052631578947367,0.10638297872340426,2.0526315789473686,0.10372340425531915,0.05263157894736842,0.0026595744680851063,0.6842105263157895,0.034574468085106384,0.32558139534883723
74115,0.6904761904761905,2.230769230769231,0.13004484304932734,1.9230769230769231,0.11210762331838565,0.3076923076923077,0.017937219730941704,0.38461538461538464,0.02242152466367713,0.16666666666666666
50103,0.9032258064516129,2.5454545454545454,0.11428571428571428,2.3636363636363638,0.10612244897959183,0.18181818181818182,0.00816326530612245,1.5454545454545454,0.06938775510204082,0.5806451612903226
209354,0.7142857142857143,1.7857142857142858,0.09505703422053231,1.6428571428571428,0.08745247148288973,0.14285714285714285,0.0076045627376425855,0.7142857142857143,0.03802281368821293,0.17142857142857143
27863,0.8636363636363636,3.1666666666666665,0.11585365853658537,2.9166666666666665,0.10670731707317073,0.25,0.009146341463414634,0.9166666666666666,0.03353658536585366,0.29545454545454547
