,TTR,CorrectedTTR,RootTTR,BilogTTR,MTLD
29751,0.06956521739130435,0.746003846592251,1.0550087574332592,0.5098470553179164,52.58826879271071
98155,0.04790419161676647,0.6190585860273095,0.8754810482633324,0.4771160647436897,53.41112911939492
209775,0.058394160583941604,0.6834861261734088,0.9665953493282832,0.4939471663018722,39.766087020324306
32681,0.06926406926406926,0.7443873683187767,1.0527227119356304,0.5094406327686962,32.78138075313807
370404,0.04807692307692308,0.6004805767690767,0.8492077756084467,0.4715390384686735,34.9937106918239
80855,0.0625,0.7071067811865475,1.0,0.5,38.63805436337625
101880,0.03180914512922465,0.5044533288955453,0.7134047393083357,0.4457115235732249,26.60829904859861
46808,0.07476635514018691,0.7733891912365308,1.0937374832394613,0.5166979342580029,53.8222891566265
125868,0.06787330316742081,0.713477241231741,1.0090091909944687,0.5016614635088364,24.555555555555557
81668,0.047619047619047616,0.5773502691896257,0.8164965809277259,0.46433012953929015,26.091514574863766
116219,0.05442176870748299,0.659828879073858,0.9331389496316869,0.4878243705090176,45.00189753320683
224285,0.05714285714285714,0.6761234037828132,0.9561828874675149,0.4920483136904273,37.58454106280193
238889,0.050955414012738856,0.6384695075740977,0.9029322367729605,0.4822402519771024,48.595238095238095
84133,0.0446927374301676,0.5979480742015487,0.8456262761307038,0.4714859569109909,38.79899387576553
27798,0.03740648379052369,0.5296684136598365,0.7490642541583834,0.4517964010854658,36.45454545454545
199215,0.08421052631578947,0.8207826816681233,1.1607620001760186,0.5284116642327801,63.333333333333336
264418,0.03319502074688797,0.5153253011206647,0.728780029878843,0.4487882491416581,31.129166666666666
91292,0.09580838323353294,0.8754810482633324,1.238117172054619,0.541733504154149,42.12954545454545
272624,0.030592734225621414,0.4947139312824851,0.6996311511146017,0.4429351607861788,41.939527685429326
107182,0.04573170731707317,0.5856516070822727,0.828236445561349,0.4674682961529537,36.02393162393162
114945,0.06299212598425197,0.7098852075328911,1.0039292882210538,0.5007082087772577,33.586939661858224
41381,0.06060606060606061,0.6963106238227914,0.9847319278346618,0.4972406797392223,55.342622950819674
89266,0.03836317135549872,0.5363989048891137,0.7585826061362604,0.4537079717654737,39.092122494207715
230422,0.032586558044806514,0.5105805170180823,0.7220698918504387,0.4474483534521305,40.45878096090719
223926,0.06,0.6708203932499369,0.9486832980505138,0.49045900014279026,45.83333333333333
61035,0.08620689655172414,0.8040844011283461,1.137147065368355,0.5249120321533505,53.90973201692525
121400,0.06153846153846154,0.7016464154456235,0.9922778767136677,0.49860590953009354,49.42574257425743
202431,0.08522727272727272,0.799502686333539,1.1306675421666137,0.5237517810133417,54.40310077519379
299754,0.03980099502487562,0.5642764926868786,0.7980074688861063,0.4623715292417698,39.56792452830189
193291,0.06274509803921569,0.7084919084320762,1.0019588657362393,0.5003531594634726,59.78544776119403
111363,0.07614213197969544,0.7556890827898176,1.0687057498186447,0.512577280783584,87.97649572649573
22689,0.05442176870748299,0.659828879073858,0.9331389496316869,0.4878243705090176,39.375
187775,0.04776119402985075,0.6181339274290046,0.874173383533045,0.47687073880838043,45.80649563318777
136211,0.05813953488372093,0.6603381797442178,0.9338592095470355,0.48767691528956725,52.79184782608696
87434,0.048859934853420196,0.6053507342034463,0.8560952183030244,0.47286925032067606,47.99097980801059
41032,0.053003533568904596,0.6304970275637979,0.891657447416646,0.479687480938439,53.11334702258727
261902,0.02622950819672131,0.4580786674510946,0.6478210641431328,0.43230786082154254,50.03830194701564
28142,0.07373271889400922,0.7680245771797108,1.086150773283409,0.5153608963217796,34.91435826408126
282560,0.0463768115942029,0.6091095901015048,0.8614110432930648,0.474470376944326,35.5558882235529
132570,0.05970149253731343,0.6910947404650881,0.9773555548504418,0.4959032692983388,44.666666666666664
65068,0.02857142857142857,0.46291004988627577,0.6546536707079772,0.4323611700179022,43.8684454260473
92221,0.054982817869415807,0.6632213378317426,0.9379366108168787,0.4887062823095731,28.130000000000003
234053,0.04285714285714286,0.5669467095138409,0.8017837257372731,0.46228765840893254,44.75275891341256
30162,0.033402922755741124,0.5169365358009907,0.7310586598159261,0.4492422596460541,34.50595679339193
71987,0.08376963350785341,0.8186312161546413,1.1577193684678746,0.52788354609157,29.55952380952381
23343,0.041666666666666664,0.5773502691896258,0.8164965809277261,0.46593098102222236,35.80338101430429
97289,0.053156146179401995,0.6521113167513779,0.922224668326776,0.4858130636383947,39.26881067961165
49029,0.03469387755102041,0.5430450802499489,0.7679817174694635,0.45738261627577437,39.26282051282051
225343,0.056179775280898875,0.6491134836118732,0.9179850920431569,0.4846840308477668,43.80819327731092
273032,0.02973977695167286,0.48776860867975386,0.689808981694763,0.4409432393734447,46.31358359716569
26113,0.07729468599033816,0.7863570994927848,1.1120768749710654,0.5199202938923486,62.92605633802817
102389,0.06726457399103139,0.7102705857155677,1.0044742952736376,0.5008256285468337,47.37630522088354
107456,0.06611570247933884,0.7272727272727273,1.02851895445316,0.5051230056823995,38.22561315496098
228561,0.06722689075630252,0.7333587976225691,1.037125957683463,0.5066614733769348,47.75077972709552
94983,0.06956521739130435,0.746003846592251,1.0550087574332592,0.5098470553179164,39.52298850574713
229808,0.07462686567164178,0.7481320020807246,1.0580184237878973,0.5106344530534098,60.80776340110906
208322,0.05161290322580645,0.6425754631219991,0.9087389347953037,0.483318012649842,47.976190476190474
290546,0.05818181818181818,0.6822422923379533,0.9648363026488435,0.4936267962551694,46.25
261267,0.04050632911392405,0.569254453571856,0.8050473686826042,0.46373000442928414,37.70454545454545
24814,0.07692307692307693,0.7844645405527362,1.1094003924504583,0.5194508555890119,49.868852459016395
106514,0.05693950177935943,0.6749192649753565,0.9544799780350297,0.49173719725712167,56.4915200721696
188334,0.06772908366533864,0.758747132551668,1.0730304852662653,0.5127567595393184,46.53819628647215
139032,0.028985507246376812,0.4815434123430768,0.6810052246069989,0.43914906514011426,31.568627450980394
272817,0.037037037037037035,0.5443310539518174,0.769800358919501,0.45688765264105763,34.92086330935252
121128,0.07352941176470588,0.7426106572325057,1.0502100630210074,0.5092119403542622,42.16318874560375
118583,0.06153846153846154,0.7016464154456235,0.9922778767136677,0.49860590953009354,26.262626262626263
27880,0.08875739644970414,0.8158924398306318,1.1538461538461537,0.527895452053349,38.33796296296296
208148,0.046875,0.5929270612815711,0.8385254915624211,0.46946940072802906,38.51851851851852
125344,0.04519774011299435,0.6013168224022631,0.8503904055243743,0.4723885608914309,29.5
243797,0.03686635944700461,0.5430753866417045,0.7680245771797108,0.4565401598278387,34.2530265080359
327283,0.04878048780487805,0.6246950475544243,0.8834522085987723,0.4786090469780796,37.69850187265918
49264,0.0893854748603352,0.8456262761307038,1.1958961484030974,0.5344867002407986,44.75
38019,0.0473186119873817,0.5957261030921532,0.8424839344525956,0.4702372617963526,33.46111111111111
207977,0.07692307692307693,0.75955452531275,1.0741723110591495,0.513569206867111,46.55009025270758
266366,0.023222060957910014,0.43101796675229226,0.6095514542075674,0.4242519299994772,36.4622377311522
213619,0.06995884773662552,0.7711356597650746,1.090550508469293,0.5157803846325132,32.54464285714286
226602,0.06274509803921569,0.7084919084320762,1.0019588657362393,0.5003531594634726,43.04360465116279
93828,0.055970149253731345,0.6479013191860201,0.9162708326722891,0.4843599547882996,53.6
74204,0.06274509803921569,0.7084919084320762,1.0019588657362393,0.5003531594634726,36.42857142857143
22798,0.054901960784313725,0.6199304198780667,0.8767140075192094,0.4762555161125814,51.0
241164,0.0599250936329588,0.6923877158526647,0.9791840981793674,0.49623506877061624,43.8673322683706
217395,0.06060606060606061,0.6963106238227914,0.9847319278346618,0.4972406797392223,66.06560636182903
96337,0.058365758754863814,0.6616216370868463,0.9356742923277079,0.4880182141444443,28.9125
203466,0.07272727272727272,0.7627700713964739,1.0787197799411874,0.5140489769477772,52.33870967741935
88792,0.05351170568561873,0.6542886560876245,0.9253038911459843,0.4863812239423001,45.47622096213645
241638,0.060836501901140684,0.6976331523151158,0.9866022655651318,0.4975793393773378,46.69935897435897
257247,0.05245901639344262,0.6478210641431328,0.9161573349021892,0.48469188927393414,33.118686868686865
88077,0.032719836400818,0.5116235835128635,0.7235450106338153,0.44774328488558873,39.33898891966759
30036,0.0851063829787234,0.8251369970070347,1.1669199319831565,0.529479509544947,43.109271523178805
112172,0.05161290322580645,0.6425754631219991,0.9087389347953037,0.483318012649842,33.376068376068375
231412,0.08333333333333333,0.7905694150420948,1.118033988749895,0.5214852113854901,52.5
137827,0.07511737089201878,0.7752025329784147,1.0963019357240507,0.5171493432074322,34.54206349206349
368460,0.05228758169934641,0.6467616667635546,0.9146591207600472,0.48441469338754467,39.57007847439034
49903,0.033126293995859216,0.5147915616702294,0.7280252083092641,0.448637742845094,35.82692307692308
239242,0.05734767025089606,0.6773340106676827,0.9578949441427994,0.4923609392902307,35.65039611551239
130633,0.06299212598425197,0.7098852075328911,1.0039292882210538,0.5007082087772577,31.75
193322,0.08290155440414508,0.8143785576948602,1.1517052011979112,0.5268386742744455,41.57811004784689
98187,0.07373271889400922,0.7680245771797108,1.086150773283409,0.5153608963217796,51.625
216007,0.022796352583586626,0.41348838481497846,0.5847608816890879,0.4173161781391197,36.726375908618905
110824,0.05653710247349823,0.6725301627347178,0.9511012772444224,0.49111944058799545,39.604171521789794
40266,0.032520325203252036,0.5100613704506706,0.7213357077339458,0.4473014830014254,41.27643718949609
236021,0.06986899563318777,0.7476309016255964,1.0573097607281436,0.5102559020182131,46.460696788241705
288714,0.0625,0.6846531968814576,0.9682458365518541,0.49411213527836123,25.899501342539317
84176,0.05460750853242321,0.6609539078176221,0.9347299805391776,0.4881169839519308,45.60019420903954
238567,0.06324110671936758,0.7112867591590193,1.0059113815390903,0.5010651659146763,47.06648044692737
100499,0.07111111111111111,0.7542472332656507,1.0666666666666667,0.511916049619631,35.30957943925233
263444,0.023494860499265784,0.43354225168272387,0.6131213321914779,0.4250114572564392,36.07923226269362
265302,0.027972027972027972,0.47304991679126607,0.6689936080056726,0.4366873565067822,35.24429460580913
233431,0.05194805194805195,0.6446583712203042,0.9116846116771036,0.4838639512837551,49.32183908045977
224631,0.04938271604938271,0.6285393610547089,0.8888888888888888,0.4796249331362629,40.5
74184,0.07079646017699115,0.7525766947068778,1.0643041683803829,0.5114972456799937,38.43333333333334
121117,0.08928571428571429,0.8183170883849714,1.1572751247156894,0.5285068770951025,74.76246334310851
241172,0.0761904761904762,0.7807200583588266,1.1041048949477668,0.5185212203629948,33.46706377014716
93119,0.1103448275862069,0.9395523512235255,1.3287276776598396,0.5571101179488165,40.471887550200805
63951,0.048484848484848485,0.6227991553292184,0.8807710121010885,0.47810733289580587,35.25314829092778
16145,0.05928853754940711,0.6668313367115806,0.9430419201928972,0.4894016961247678,29.868055555555557
124190,0.05905511811023622,0.6655173820620853,0.9411837077072378,0.4890530480039638,47.84651162790698
295793,0.0547945205479452,0.6620847108818944,0.9363291775690445,0.4884109508381229,50.08451443569554
84140,0.07729468599033816,0.7863570994927848,1.1120768749710654,0.5199202938923486,34.5
204085,0.061068702290076333,0.6989632453288304,0.9884833011443447,0.4979197534145125,46.67890818858561
270771,0.04610951008645533,0.6073516944008986,0.8589250033520304,0.47400150043728123,34.14541358496982
251839,0.04678362573099415,0.611775290321498,0.8651809126974003,0.4751805752032969,34.54586555621654
246216,0.050793650793650794,0.6374552583116766,0.9014978717104176,0.4819737005191116,45.26548672566372
290088,0.06130268199233716,0.7003009752518536,0.9903751369442767,0.4982619380083792,52.2
35684,0.06787330316742081,0.713477241231741,1.0090091909944687,0.5016614635088364,39.71033274956217
227173,0.0425531914893617,0.5834599659915782,0.8251369970070347,0.46758530063260273,36.64406779661017
74115,0.07174887892376682,0.7576219580966055,1.0714392482918802,0.5127613546279275,38.95560165975104
50103,0.061224489795918366,0.6776309271789385,0.9583148474999098,0.4922601516706598,42.49188440221695
209354,0.057034220532319393,0.654031080295421,0.9249396239673111,0.4859970103956051,40.92432188065099
27863,0.04878048780487805,0.6246950475544243,0.8834522085987723,0.4786090469780796,36.44444444444444
134298,0.04177545691906005,0.5781034988239393,0.8175618084921537,0.4661352408456009,36.625516693163746
179797,0.08163265306122448,0.8081220356417685,1.1428571428571428,0.5252990700743871,44.656028368794324
113491,0.07281553398058252,0.7389969586232199,1.0450995214374266,0.5082794936124503,47.29248366013072
22360,0.078125,0.7654655446197433,1.0825317547305484,0.5150837061141783,39.663654223968564
49358,0.05574912891986063,0.6678270969037458,0.9444501377615284,0.48990148153820845,26.19159548505186
79934,0.06521739130434782,0.6993786061802354,0.9890707100936805,0.49797916640506595,24.847627215551743
224599,0.05,0.6324555320336759,0.8944271909999159,0.4806578420759763,43.12863606981254
204519,0.07441860465116279,0.7715885154726594,1.0911909431527576,0.5162494116562859,63.66815476190476
56006,0.05791505791505792,0.6590621627456202,0.9320546490018,0.48733741102544786,35.03191489361702
139006,0.02002503128911139,0.40025023461940795,0.56603931014178,0.4148494664194577,29.064153439153436
247318,0.0641025641025641,0.6933752452815364,0.9805806756909201,0.496405279146367,27.12881679389313
206507,0.05904059040590406,0.6872588473400923,0.9719307827692591,0.49491787141430205,38.18073712395653
113265,0.06130268199233716,0.7003009752518536,0.9903751369442767,0.4982619380083792,47.85
219614,0.041343669250646,0.5751081237516715,0.8133257084405583,0.4653224409269081,44.45044591484465
224622,0.06639004149377593,0.728780029878843,1.0306506022413293,0.5055043524601812,72.74517212426532
112433,0.05947955390334572,0.689808981694763,0.9755372173595077,0.4955731465162907,45.2409090909091
105553,0.07920792079207921,0.7960297521679913,1.125756071568467,0.5223151657549545,31.93768830457409
224472,0.06477732793522267,0.719874033065356,1.0180556207612443,0.5032480110009353,45.28333333333333
107585,0.02857142857142857,0.46291004988627577,0.6546536707079772,0.4323611700179022,33.11413673232909
42946,0.0642570281124498,0.7169771439171534,1.0139588008391647,0.502512440843185,31.125
110203,0.06557377049180328,0.7242859683401482,1.0242950394631678,0.5043667227578613,61.0
26115,0.07111111111111111,0.7542472332656507,1.0666666666666667,0.511916049619631,69.54941860465115
74101,0.08080808080808081,0.8040302522073697,1.1370704872299224,0.5242906052487374,78.54790419161677
265811,0.03455723542116631,0.52579262392062,0.743583059744277,0.451728905148024,49.44614604462474
116213,0.06015037593984962,0.693687975619296,0.9810229431759453,0.496568560075712,77.62231340367332
223377,0.05725190839694656,0.6552780424957785,0.9267030948228231,0.4863295004957179,40.002331002331005
91284,0.06140350877192982,0.6556100681071858,0.9271726499455306,0.4860728179729969,51.7992700729927
101787,0.07239819004524888,0.7610423906471905,1.0762764703941,0.5136171092916925,65.36407103825137
27857,0.06276150627615062,0.6860840306195224,0.9702693410297263,0.49448885680013327,49.79166666666667
188825,0.046153846153846156,0.5883484054145521,0.8320502943378437,0.46821093579654177,38.42031476121563
80866,0.07207207207207207,0.7593263966019992,1.0738496883424389,0.5131879115237767,40.7
239572,0.05859375,0.6629126073623882,0.9375,0.48836132445106484,32.42362525458249
224817,0.07207207207207207,0.7593263966019992,1.0738496883424389,0.5131879115237767,46.98010033444816
21735,0.0847457627118644,0.7972410051791008,1.1274690420042432,0.5231784900000639,56.232645403377106
74197,0.06808510638297872,0.738024966423108,1.0437249168855076,0.507838683917823,48.06818181818182
219600,0.04155844155844156,0.5765999761251577,0.8154355063002009,0.46572743067144917,40.96011880236232
122581,0.05226480836236934,0.6260879033472617,0.8854220041514329,0.47849787274907674,35.279465471447544
88119,0.08287292817679558,0.7883824968414551,1.1149412193707495,0.5209294503420739,58.461952026468154
236399,0.07853403141361257,0.7674667651449762,1.0853619079386325,0.5155958154504077,38.2
290062,0.08982035928143713,0.8207634827468742,1.1607348488012053,0.5291233831764732,43.42
220200,0.05536332179930796,0.6655122646461624,0.9411764705882353,0.489301084236452,42.81481481481481
261900,0.02099737532808399,0.40985241566284797,0.5796188448017747,0.4178136003617785,40.56806962847493
69707,0.034934497816593885,0.5286548803640718,0.7476309016255964,0.45252944675701257,37.76942825423258
36098,0.09302325581395349,0.8626621856275073,1.2199885626608373,0.5386287901286195,52.155105973025044
254488,0.045714285714285714,0.6047431568147635,0.8552359741197579,0.4733049437612203,31.818181818181817
214095,0.0730593607305936,0.7645095721079945,1.0811798054391775,0.5144835439654073,51.0980522945571
16530,0.06756756756756757,0.7118684968143743,1.0067340828210365,0.501242256328055,53.578254847645425
26690,0.042735042735042736,0.5661385170722979,0.8006407690254357,0.4620626137598247,39.19616472807293
216097,0.0642570281124498,0.7169771439171534,1.0139588008391647,0.502512440843185,62.25
262226,0.057971014492753624,0.6810052246069989,0.9630868246861536,0.4933080021305572,25.883885209713025
202810,0.043859649122807015,0.5735393346764044,0.8111071056538127,0.46411963011940177,38.22891566265061
69268,0.06696428571428571,0.708683386892301,1.0022296571715914,0.5004115522621674,45.47357645553423
210259,0.031067961165048542,0.4985415622798046,0.7050442387827708,0.4440286056327327,29.538276388399673
104739,0.049079754601226995,0.6266083599903659,0.886158040994738,0.47911489344312014,44.98951863354037
535523,0.04610951008645533,0.6073516944008986,0.8589250033520304,0.47400150043728123,35.087836949375415
35692,0.03818615751789976,0.5527108286827734,0.7816511499936504,0.4591997343122293,33.57371794871795
112148,0.06198347107438017,0.6818181818181818,0.9642365197998376,0.49336508013151875,40.79471094710947
203806,0.021828103683492497,0.41788135812445615,0.5909734841224942,0.4202709546716357,33.86758727577621
215318,0.0784313725490196,0.7921180343813395,1.1202240672224077,0.5213475298506021,47.062113932738505
206585,0.056179775280898875,0.6491134836118732,0.9179850920431569,0.4846840308477668,54.13638790035587
27888,0.07281553398058252,0.7389969586232199,1.0450995214374266,0.5082794936124503,47.75726744186046
241178,0.05860805860805861,0.6847367880174606,0.9683640522700839,0.4942691261269389,34.315093161736456
99501,0.04833836858006042,0.6218576594691774,0.8794395358869003,0.477858006828342,35.11813076614521
341382,0.08333333333333333,0.7905694150420948,1.118033988749895,0.5214852113854901,35.31297709923664
68721,0.06837606837606838,0.7396002616336388,1.0459527207369814,0.5082356590218767,36.56883116883117
22884,0.05333333333333334,0.6531972647421809,0.9237604307034011,0.4860965043038218,42.857142857142854
276217,0.025396825396825397,0.4507489358552088,0.6374552583116766,0.43014415766276215,36.029411764705884
47939,0.055762081784386616,0.6466959203388403,0.9145661412745385,0.4840375163901547,36.45939730917078
87161,0.043596730245231606,0.5905707764204498,0.8351932015550089,0.4695036127469763,36.7
79019,0.08743169398907104,0.8363333975829067,1.1827540335273166,0.5322192325489764,45.75
274219,0.058823529411764705,0.6859943405700353,0.9701425001453319,0.49459268976147663,42.286738351254485
56989,0.06329113924050633,0.688972818261938,0.9743547036924464,0.49524879595417864,71.40384615384616
202990,0.0443213296398892,0.5954583420518295,0.8421052631578947,0.4708178267332765,39.50721750489876
80914,0.05925925925925926,0.6885303726590963,0.9737289911202953,0.49524468547487455,45.98843930635838
189966,0.03855421686746988,0.5553681076004986,0.7854091098781056,0.4599304283859924,29.12170986538075
92578,0.045576407506702415,0.6224142220474806,0.8802266342334462,0.47845576690456704,48.823682385575594
108573,0.07960199004975124,0.7980074688861063,1.1285529853737573,0.5228039440135649,63.728515625
270993,0.03755868544600939,0.5481509678620253,0.7752025329784147,0.45794309987566345,47.38500727802038
298736,0.025682182985553772,0.4532741597360588,0.6410264641720032,0.4308910836442685,33.408749537550875
255343,0.08080808080808081,0.8040302522073697,1.1370704872299224,0.5242906052487374,36.34074074074074
58554,0.06451612903225806,0.7184212081070996,1.016001016001524,0.5028792154370966,58.256038647343
21638,0.07547169811320754,0.7770286898858113,1.0988845115895123,0.5176036714557629,37.223255813953486
233366,0.08465608465608465,0.8229511997978235,1.1638287479252927,0.5289436354471284,65.67343173431735
33439,0.06274509803921569,0.7084919084320762,1.0019588657362393,0.5003531594634726,37.203647416413375
66623,0.04289544235924933,0.58580162075057,0.8284485969255964,0.46821785101117563,40.15894678797905
40129,0.06696428571428571,0.708683386892301,1.0022296571715914,0.5004115522621674,43.23356643356644
102858,0.03524229074889868,0.5309786492799776,0.7509172071422914,0.4531782729975914,30.616191507277755
301321,0.0431266846361186,0.5873784785714818,0.830678610641864,0.46864334464902035,32.321969696969695
127490,0.07441860465116279,0.7715885154726594,1.0911909431527576,0.5162494116562859,29.62254570074475
183364,0.047058823529411764,0.6135719910778963,0.8677218312746247,0.4756587047000975,45.824175824175825
88791,0.06504065040650407,0.7213357077339458,1.0201227409013411,0.5036188473198329,45.718867924528304
58096,0.04953560371517028,0.629511580291707,0.8902638145194516,0.4798815448094128,26.327422650321076
221274,0.05466237942122187,0.6816378987999316,0.9639815611103626,0.4936089833562526,58.80727272727273
210240,0.054982817869415807,0.6632213378317426,0.9379366108168787,0.4887062823095731,35.284622302158276
122439,0.08196721311475409,0.784062560233975,1.1088319064318592,0.5198305786118949,49.270633971291865
94215,0.06349206349206349,0.7126966450997984,1.0079052613579391,0.5014240490943005,35.62531223980017
271366,0.019417475728155338,0.3941317112657173,0.5573864114332941,0.4129458300007111,27.96975837879969
252177,0.0642570281124498,0.7169771439171534,1.0139588008391647,0.502512440843185,43.25944700460829
158832,0.06779661016949153,0.7364596943186588,1.041511287846591,0.5074440102071892,56.244707347447076
301320,0.0449438202247191,0.5996253511966891,0.847998304005088,0.4719355596278967,35.04025157232705
260199,0.06557377049180328,0.7242859683401482,1.0242950394631678,0.5043667227578613,56.06472491909385
25271,0.05405405405405406,0.6575959492214292,0.9299811099505543,0.48724316003146556,46.70921985815603
90172,0.032679738562091505,0.4950737714883372,0.7001400420140049,0.44183847550425903,40.7505540166205
233880,0.042328042328042326,0.5819143739626463,0.8229511997978235,0.467167337925951,31.331550802139038
30763,0.047337278106508875,0.6153846153846154,0.8702852691526739,0.47614062674493074,58.4334671349724
120363,0.05211726384364821,0.6457074498170094,0.9131682328565593,0.4841387172215138,76.75
71459,0.0653061224489796,0.7228063223242011,1.0222025039999039,0.503991744456809,35.0
74532,0.05905511811023622,0.6655173820620853,0.9411837077072378,0.4890530480039638,58.606350184956845
34684,0.0625,0.6846531968814576,0.9682458365518541,0.49411213527836123,27.369323050556986
92291,0.05947955390334572,0.689808981694763,0.9755372173595077,0.4955731465162907,45.2409090909091
22277,0.0963855421686747,0.8781140799175228,1.2418408411301325,0.5423699815079454,83.0
136647,0.08982035928143713,0.8207634827468742,1.1607348488012053,0.5291233831764732,31.03679245283019
273237,0.026446280991735537,0.4599676596608552,0.6504925025453934,0.4328633616125782,28.92476190476191
70420,0.0653061224489796,0.7228063223242011,1.0222025039999039,0.503991744456809,30.625
97463,0.041237113402061855,0.5743665268941905,0.8122769321068953,0.4651209928986583,39.47839819514947
191616,0.02247191011235955,0.423999152002544,0.5996253511966891,0.4221309125189324,42.944226380648104
46860,0.05223880597014925,0.6047078979069521,0.8551861104941365,0.4720199383068719,36.737941230826095
275248,0.052980132450331126,0.6510307670169275,0.9206965402374976,0.485530891788608,36.66688982402448
46497,0.08522727272727272,0.799502686333539,1.1306675421666137,0.5237517810133417,44.232394366197184
223333,0.06896551724137931,0.7427813527082074,1.0504514628777804,0.5090366090832039,33.30619559651818
187566,0.04950495049504951,0.6093333477767906,0.8617274844321391,0.4739546445873386,42.468385843763485
206621,0.05574912891986063,0.6678270969037458,0.9444501377615284,0.48990148153820845,41.26591001216052
93807,0.05,0.6324555320336759,0.8944271909999159,0.4806578420759763,59.50877192982456
154449,0.08465608465608465,0.8229511997978235,1.1638287479252927,0.5289436354471284,45.1177797833935
255338,0.06637168141592921,0.7055406512876979,0.9977851578566089,0.49959094470670684,50.85
98562,0.07446808510638298,0.7219948723811553,1.021054940485262,0.50397910419865,34.46666666666667
102534,0.034261241970021415,0.5235359928029507,0.7403917014123961,0.4510966799867363,41.7154342871613
36116,0.06639004149377593,0.728780029878843,1.0306506022413293,0.5055043524601812,41.81603086155165
89787,0.03614457831325301,0.5206576008754675,0.736321040510724,0.4492244663238577,34.583333333333336
210618,0.05555555555555555,0.6666666666666666,0.9428090415820635,0.48960057764224796,44.57142857142857
17622,0.06607929515418502,0.7039848816958981,0.9955849673999579,0.4991843597407842,58.86421568627451
188004,0.058823529411764705,0.6859943405700353,0.9701425001453319,0.49459268976147663,40.02836879432624
131871,0.056818181818181816,0.6527912098338668,0.9231861823449954,0.48566623385678875,44.400000000000006
30762,0.0399002493765586,0.5649796412371589,0.7990018711022757,0.46256365775207603,46.07161161731207
112509,0.13114754098360656,1.0242950394631678,1.4485719366802965,0.5771391707951457,51.348101265822784
90008,0.04,0.565685424949238,0.8,0.46275642631951835,44.421965317919074
267252,0.046511627906976744,0.6099942813304187,0.8626621856275073,0.4747061855334993,23.250337753314987
81615,0.07462686567164178,0.7481320020807246,1.0580184237878973,0.5106344530534098,46.274525316455694
210238,0.04610951008645533,0.6073516944008986,0.8589250033520304,0.47400150043728123,41.27620967741935
110788,0.07272727272727272,0.7627700713964739,1.0787197799411874,0.5140489769477772,48.432038834951456
