,linking_rate,synonyms_rate,emb_axis_9,emb_axis_11,emb_axis_13,emb_axis_14,emb_axis_15,emb_axis_22,emb_axis_24,emb_axis_29,emb_axis_39,emb_axis_41,emb_axis_54,emb_axis_55,emb_axis_65,emb_axis_70,emb_axis_87,emb_axis_88,emb_axis_94
191941,0.1428571428571428,0.0,0.19085535,-0.31677416,-0.10668065,0.17333364,-1.0816075,0.27565584,-0.35341167,0.56940484,-0.59155077,-0.47424462,-0.20729968,0.4626375,0.5560385,0.18561915,0.4038522,0.2627897,0.3389654
192978,0.1538461538461538,0.0009467455621301,-0.7163727,0.4761395,-0.2879754,-0.0969384,0.2676848,0.1476264,-0.7612324,-0.5456203,-0.16017754,0.37077633,-0.026079068,-0.6388771,0.80761063,0.012758351,0.83439046,0.5634271,0.5420664
197778,0.1666666666666666,0.0008329862557267,0.68454564,-0.4249879,-0.01985,-0.4457815,-0.55497396,-0.50543875,-0.108889796,-0.20457895,-0.7739506,0.39541665,0.4233054,-0.550278,-0.26580748,-0.15518112,0.74264646,0.7909556,0.43847984
19850,0.2,0.0040816326530612,-0.8511017,-0.9180129,-0.37813085,-1.4179392,0.13819586,0.438561,-0.0703818,-0.6345324,-0.90250295,-0.15716028,0.68191713,-0.11230455,0.25140873,-0.18102384,0.658989,1.0411861,0.22244017
201005,0.2727272727272727,0.0,0.5013115,-0.4215,0.9568572,0.6166821,0.060392752,0.34541747,0.18363136,0.3264498,-1.2268058,-0.103900224,-0.9679459,-1.0471954,-0.041243397,-0.20821962,0.6334966,1.191144,0.112491176
202810,0.25,0.0,0.016757725,-0.5174372,-0.00231923,-0.025862245,-0.43926382,-0.040044773,0.1327542,-1.2034911,-0.7007675,-0.104474954,0.8608274,-0.5914776,-0.6071445,-0.58486354,0.39173704,0.24845181,0.12401568
202826,0.1538461538461538,0.0,0.10618278,0.46460316,0.4153801,-0.4889729,0.28185996,0.069299296,0.020852476,0.31451476,-0.8495409,0.14156169,0.17859218,0.5414965,0.44139865,0.31250232,0.29641563,1.0914773,0.7047784
204378,0.3,0.0,-0.8657594,-0.930352,0.7830095,-0.081649825,-0.5648174,-0.34108856,-0.08724479,0.5319304,-1.1044476,0.58859825,0.844942,-0.52175343,-0.6147194,-0.37968832,0.23951209,0.35598725,-0.43671063
207118,0.375,0.0043827611395178,0.694051,-0.9114746,0.43265727,-0.16139829,0.31283972,-0.12832405,-0.5088779,0.43236858,-1.2558161,-1.1111312,1.5074208,-0.96447414,0.132573,0.10981429,-0.3797127,0.21176143,-0.37887964
207867,0.2857142857142857,0.0,0.115368836,-0.42503792,-0.32083797,0.34309742,-1.0211333,-0.24794275,-0.31891173,-0.39616036,-0.3814374,-0.16412072,0.5484735,0.13302879,-0.15377969,-0.4953673,-0.9247515,-0.2592845,-0.84346163
209354,0.25,0.0015432098765432,0.6059076,0.25881582,-0.03288239,-0.675365,0.025967153,-0.3075844,0.14767551,-1.0051023,-1.0911671,-1.2057623,0.3059186,-0.31555095,0.3482814,-0.37971315,0.38126278,-0.47974372,0.26895297
209758,0.125,0.0013850415512465,-0.26314035,-0.70469475,-0.16022247,-0.43090653,-0.35213467,0.35545346,-0.16927212,0.3604159,-0.48209336,-0.025461633,0.75268525,0.47854698,0.16930954,-0.26429138,0.6339394,0.59140444,-0.054198
210098,0.1818181818181818,0.0,-0.4118242,0.6226954,-0.6169917,0.06076885,0.337046,0.3086828,-0.31481138,-0.083800495,-0.58908004,-0.30670655,-0.17785873,1.0431635,0.51956415,-0.5547831,0.2659441,0.66716945,0.8957191
210555,0.0909090909090909,0.0,-0.24359515,-0.05450032,-0.75252414,0.28678405,-0.46895644,-0.25593323,-0.60436565,-0.98701084,-0.8633599,-0.038480517,-0.02940599,0.628967,-0.37375373,-0.08647626,1.40588,0.255806,0.6744643
21285,0.1538461538461538,0.0013850415512465,0.060682256,-0.715536,-0.898397,0.38959756,0.24475406,-0.057244096,0.5257564,-0.21515028,-1.8078946,0.5090408,0.009010201,-0.49379832,-0.04988452,-0.46456128,-0.005819172,0.052425392,0.3288064
213619,0.1333333333333333,0.0077777777777777,-0.95228446,0.57292444,0.46344724,-0.30325094,-1.1745209,0.65470994,-0.17166442,-0.40147737,0.20526363,-0.10815723,0.5435424,0.63240236,-0.40195012,-0.8182915,0.1964832,1.1008954,0.057662535
21844,0.3333333333333333,0.0,-0.5865575,-0.019601101,-0.049982335,0.6585632,0.34833893,0.46892613,-0.42087603,0.26205242,-1.4953756,-0.4566018,0.36497727,1.3045874,0.3004064,-1.3580384,-0.14568996,-0.08718676,0.67219126
218708,0.0476190476190476,0.0,-0.669846,-0.17134883,0.2945851,-0.90318155,-0.21656908,0.28020144,0.02656448,-0.829176,-0.54125124,0.7187237,1.2967228,1.0100721,-0.08448205,-0.48878676,0.6135891,1.567111,-0.5106424
219605,0.2,0.0021545090797168,-0.8916037,-0.16281095,0.032661837,-0.0697289,-0.38823992,0.38553473,-0.11693954,0.016586691,-0.62635773,-0.6626695,0.24662992,1.0275228,-0.42765522,-0.8418326,0.111911386,0.9601485,0.36844328
221104,0.1333333333333333,0.0015432098765432,0.005979178,-0.6820159,-1.2098976,0.28372288,0.18326156,-0.87159383,0.2825658,-0.55956113,-0.51392037,0.60561234,0.86640334,0.27135366,0.4312648,-0.35339895,0.68772054,-0.3333063,1.4469645
221740,0.2,0.0,-0.43415928,-0.23379065,-1.2083036,-0.45597586,0.07088243,-0.84266806,0.1982614,-0.26295903,-0.29006776,-0.11389408,1.7895617,0.0917026,-0.46762967,-0.4903683,0.07215319,0.6349137,1.1162727
222247,0.1363636363636363,0.0009130752373995,0.37086618,0.26935646,0.36669442,-0.3110297,0.45448938,1.0352036,0.4243119,0.3362356,0.047212742,-0.7247678,0.85850996,-0.45802167,0.13585204,0.22107658,0.50886446,0.9443782,-0.25211278
223338,0.4285714285714285,0.0,-0.21328622,-1.3355861,0.5247216,0.5069659,0.37478286,0.19526753,-0.9028736,0.922119,-0.44945157,0.58075166,-0.30612794,-0.21671985,-0.4485794,-0.3303014,-0.54997563,0.54919195,1.3585678
223926,0.1428571428571428,0.0,0.5875932,-0.47346804,0.0911611,0.41253608,0.2501491,-0.21015443,-0.2469511,-0.49074745,-0.39225262,-0.24164961,0.6235947,0.6024907,0.087636195,-0.05285211,0.44533208,0.268504,0.49090698
224498,0.125,0.0,-0.030224098,-0.42645377,0.014642858,0.3016302,-0.113355435,0.55257213,0.28981447,-0.23974063,-0.43531466,0.22371978,0.2807771,-0.0769209,0.1345068,-0.32845646,1.4143763,0.5858743,0.100872576
225768,0.375,0.0017835909631391,-0.117099166,-0.242888,-0.10088193,0.08718771,-0.7804455,0.25720385,0.050764576,-1.1160839,-1.0565516,0.004394353,0.9986227,-0.047474477,0.24965304,-0.7630067,0.034227587,1.1022483,0.15986164
227416,0.2,0.0006611570247933,-0.019658137,-0.64103204,-0.093942456,-0.29889745,-1.1991369,1.0286056,-0.43556422,-0.15836275,-0.7929704,0.602205,0.34512842,0.25641295,-0.5311318,-0.39412162,0.29728675,0.12227481,0.43515828
227556,0.2857142857142857,0.0051020408163265,-0.6115199,-0.28050697,-0.23481481,-0.85811794,0.24839123,-0.45767307,-0.12243654,0.8773485,-0.6383624,0.582443,-0.14144044,-0.6282264,-0.1602025,0.049773246,0.09911838,0.8683153,1.3573145
22821,0.5,0.0,-0.98137885,-1.1871784,-0.24804465,0.08913222,0.3925328,0.46616012,-0.59459156,-0.37159708,-0.9067074,-0.6117842,0.5529848,-0.75040424,-0.16662051,-0.9537757,-0.5149831,-0.046773437,1.1550711
228561,0.1818181818181818,0.0023629489603024,-0.14392759,-0.5107183,0.27533355,0.06599358,-0.99255395,-0.5159968,-0.5744365,0.06807935,0.17217098,0.45506153,-0.1417263,0.57939565,-0.13082366,0.62539583,0.49650875,0.45504048,0.17229365
229090,0.2352941176470588,0.0,0.15154222,0.25260165,0.56594014,-0.11169321,-0.44784173,-0.0745534,0.37951463,-0.4739169,-0.75063956,-0.32373103,0.02582987,0.17514428,-0.78075653,0.16657464,0.64830697,0.80864364,0.13897821
229903,0.3333333333333333,0.0037807183364839,0.34975776,-1.1624664,0.3426324,0.34593624,-0.02046127,-0.310255,0.27713224,-0.21136522,-1.1659174,0.6152007,1.1255244,0.1409684,0.20684913,-0.009185614,0.70906514,0.92601085,0.35431954
231453,0.375,0.0,0.7386904,-0.53702784,-0.14788966,-0.8996988,0.81943345,1.253337,0.8987916,0.5964881,-0.087119594,0.1826494,0.1407385,-0.058104724,-0.15643279,-0.3696245,0.9799984,1.8546616,0.3373022
234053,0.375,0.0,-1.2944527,-0.4664647,-0.5328877,-0.31460357,0.068040036,1.1005434,-0.552015,-1.4681456,-1.0747864,0.21992148,0.10501191,0.032568164,-0.8181427,-0.2612274,0.21189417,0.8903988,-0.0978064
234587,0.1666666666666666,0.0017799928800284,-0.594187,-0.42374277,-0.26736638,-0.48293677,-0.5263786,-0.023637991,0.24214467,0.4182967,-0.097767286,-0.62088907,-0.2861245,-0.67048824,-0.07243011,-0.23756859,1.1546491,0.28910294,-0.56492156
234641,0.1,0.0010813148788927,0.06933808,-0.16280508,0.1186369,-0.55333334,-0.21806914,0.49293777,0.7539447,-0.47406015,-0.6577385,-0.06449373,1.5714029,0.15504007,0.30019116,-0.8302895,0.7698764,1.157736,0.2715051
236021,0.1333333333333333,0.0,-0.31889772,-0.08788804,0.105619654,-0.31977603,-0.21966228,0.99843025,-0.2863375,-0.34437945,-0.9814837,-0.38614124,-0.08815091,0.89874005,-1.0979866,-0.2367464,0.6312694,1.985512,-0.07231991
236696,0.6666666666666666,0.0110803324099723,-1.0176373,0.15724115,-1.280393,0.44030336,0.50140655,0.12470307,-0.22906218,-0.18851732,-0.45269537,-0.19568898,0.21094026,0.17375648,0.08365868,-0.27309012,0.62069,0.73148113,0.008760195
237009,0.75,0.0138408304498269,-1.7930305,-1.2048434,-0.38060075,1.1913944,-0.21933149,0.10224605,0.3411902,1.0287492,-0.5684853,1.1997056,-0.11073493,0.49426207,0.4559975,-0.19842423,1.1524704,0.4317826,-0.14486061
237363,0.4,0.0062434963579604,0.22978188,-0.17647944,0.23948169,-0.52303827,0.20380966,0.09331253,0.5648773,-0.45134637,-0.3992024,-0.30855182,0.8697917,-0.31002685,-0.108903214,0.15234293,0.4679085,0.3330155,0.21403933
238023,0.1666666666666666,0.0,0.32117054,-0.32872778,-0.83232844,-0.8050061,-0.20993671,0.14092624,0.08009044,0.3870383,-0.41976148,-0.016488664,0.24547657,-0.19481634,-0.5153035,-0.44552413,0.4296342,1.3344591,-0.05290149
238039,0.3,0.0,0.33982277,-0.14452076,-0.47587764,-0.40483963,0.19676325,0.5354523,0.16261455,-0.015791962,-0.33878615,-0.21695332,0.36112723,0.5813394,0.746693,-0.09797683,0.10735435,0.22881241,-0.2760123
238063,0.3333333333333333,0.0,-0.2719489,0.3367942,-0.07719983,-1.149765,-0.19788192,0.15978943,0.16080083,-0.9496034,-0.58986753,0.0781291,1.256035,-0.3413739,0.18316242,-0.17029801,0.49794745,-0.46911702,0.16813567
238683,0.1666666666666666,0.0,-1.0387257,0.5283342,0.14191836,-0.60836536,0.63828313,0.23216157,-0.22545443,0.5700669,-0.35839856,0.27890274,0.32182536,0.4203,-0.021920351,0.32305595,-0.1906632,0.8538155,-0.21628039
239235,0.1666666666666666,0.0011337868480725,-1.3016608,-0.020954259,-0.6075608,-0.42529324,0.0029657984,-0.44190022,-0.07149754,-0.08352881,-0.98939216,0.37825263,0.19200501,0.5850161,-0.19161582,0.1938712,0.24067408,0.79309756,0.041171577
241164,0.0714285714285714,0.0,0.17258996,0.28088763,-0.30459467,0.0651207,-0.057589944,0.31608197,-0.6394637,0.45581964,-0.74020094,0.43505245,0.22802325,0.06281268,-0.025662847,-0.8054888,0.054855555,1.4342895,-0.856549
241178,0.0666666666666666,0.0,-0.755703,-0.54655415,-0.3008113,0.4711379,-0.50112057,0.81676704,0.17251444,0.10391215,-0.56523794,0.4330409,-0.6151354,0.028186304,-0.5959194,-0.9889886,-0.18400998,0.31985083,-0.25461227
243981,0.1904761904761904,0.0,-0.5124358,0.13786496,-0.7145732,-0.1466514,0.03621212,0.83297056,0.051075306,-0.07132376,-0.93767196,-0.23747718,0.63604414,-0.21164484,0.7615278,-0.24576133,0.77600074,0.15980364,-0.19373402
246216,0.1538461538461538,0.0,-0.41774562,0.3465814,0.076906,-0.7491687,0.5878145,0.2125532,-0.17093752,0.16581774,-0.95520824,0.36926082,0.12834445,0.14841606,-0.025203472,-1.3176713,0.29999888,0.7394312,0.4398908
247764,0.2857142857142857,0.0,0.1622912,0.704288,-0.6080396,-0.36580676,0.24493378,-0.15632841,0.10352276,-0.27599964,-0.39933452,-0.054429453,-0.35372424,0.018607946,-0.29344752,-0.23005636,0.34786364,1.0731386,-0.36871326
248400,0.1666666666666666,0.0,0.6132592,-0.14326423,-0.42931575,0.35499436,-0.050325476,-0.022321817,0.16379844,-0.107933156,-0.7257552,1.0675532,0.20297322,-0.257011,0.34985366,-0.9826522,-0.24493821,0.567679,-0.067841806
251839,0.375,0.0024691358024691,-0.34956947,-0.62229747,-0.7738337,0.35963902,0.3422057,0.83165795,0.019081237,-0.85475826,-0.24314845,-0.23264593,0.16914007,-0.19305599,0.0034200381,-0.6755248,0.62009627,-0.036304247,0.12545386
25271,0.1764705882352941,0.0,-0.23090215,-1.0300604,-0.07788926,-0.4291918,0.13937588,0.47236687,0.48667422,0.70147824,-0.20240414,0.2860491,0.061447863,-0.33575052,0.19877669,0.29668996,0.60084826,0.67984945,0.18890569
257277,0.1764705882352941,0.0,0.014710571,-0.19769658,0.09526684,-0.41953197,-0.13746017,0.03365184,-0.55224174,-0.19009809,-0.09416168,-0.22707665,0.17975572,0.18550298,0.18724015,0.4875948,-0.044419605,1.1101431,-0.26795542
257531,0.375,0.0,-0.17641006,-0.06670897,-0.70973855,-0.68011767,0.4603473,0.10551183,-0.3733392,-0.10604484,-1.1415155,-0.7705743,0.7186196,0.27432078,-0.7036363,-0.23590207,0.01945688,0.4965863,0.48923054
261326,0.25,0.0104058272632674,0.00910527,-0.05298201,0.7738148,-0.103848755,0.96193635,0.9648206,0.109914616,0.07491004,-0.459454,-1.1734426,0.89131075,-0.55065143,-0.19202267,-1.9862747,0.3514811,1.435409,0.51719695
261900,0.1481481481481481,0.0003429355281207,0.024806488,-0.16417666,0.0012895148,-0.19571099,-0.13294888,0.592495,0.47312173,-0.1447844,-0.3685886,0.35580292,0.35269138,0.1469716,-0.27469975,-0.22668853,0.51133686,0.53042763,0.3975881
261902,0.0952380952380952,0.0,-0.11524622,0.018212229,-0.20099613,-0.55705535,-0.08040598,0.6554186,-0.13638876,-0.10297442,-0.026886765,0.008007212,-0.18251882,-0.17622915,-0.28065836,-0.39151376,0.22873245,0.6639288,-0.041909404
