,linking_rate,synonyms_rate,emb_axis_9,emb_axis_11,emb_axis_13,emb_axis_14,emb_axis_15,emb_axis_22,emb_axis_24,emb_axis_29,emb_axis_39,emb_axis_41,emb_axis_54,emb_axis_55,emb_axis_65,emb_axis_70,emb_axis_87,emb_axis_88,emb_axis_94
108146,0.3333333333333333,0.0,-0.31581625,-1.2143502,0.83776015,-0.3337236,0.6774033,0.70733,-0.007834425,-0.63764745,0.1807111,-0.27365378,0.24922301,0.78894037,-0.74590665,-0.72185767,-0.209871,0.041003577,-0.25158122
133201,0.2222222222222222,0.0,-0.5463696,-0.7772425,-0.35617968,-0.37104267,-0.03361703,0.30077377,0.47582427,0.08874107,-0.44667065,0.29765207,0.39080316,0.41746667,-0.84706855,-0.58587027,0.1839472,0.5014307,0.37161222
71987,0.2857142857142857,0.0,-0.5052385,0.49160656,0.51384145,-0.36141765,0.13979608,0.17082712,-1.4002774,0.0063424665,-0.5524564,1.2043958,0.14788191,1.2947758,0.059829302,-0.32178864,-0.08562248,0.82920486,-0.1156707
92331,0.2222222222222222,0.0,0.17096502,0.63300866,0.24202693,-1.0727823,-0.60379416,-0.043852996,-0.4248872,-0.15295961,-0.2173317,0.039885454,-0.34693214,-0.22901247,-0.6444359,-0.81233305,0.6936526,0.69976044,-0.1841661
57598,0.2222222222222222,0.0,-0.54902667,-0.5078365,-0.591592,-0.002788358,-0.6530472,-0.059614837,-0.08557938,0.20318057,-0.49632716,-0.59732926,1.2417629,-0.5259012,-0.15066266,-0.7892367,0.29563993,1.3128456,-0.31654587
116202,0.1818181818181818,0.0,-0.10087356,-0.921897,-1.1543826,-0.039979067,-0.34229255,-0.13857445,-0.085438006,-1.1379626,-1.0178574,-0.39738676,0.9851285,0.2593766,-0.28281975,0.05533561,0.88913476,1.5907203,0.9219007
94525,0.4285714285714285,0.0,-0.47232044,-0.25907075,-0.7048317,-1.1356409,0.25003272,-0.080410905,-0.06325846,-0.18352257,-0.9186181,-0.60079366,0.8439088,-0.1794293,-0.6118236,0.052115936,-0.8074908,-0.20458478,-0.12689453
236696,0.6666666666666666,0.0110803324099723,-1.0176373,0.15724115,-1.280393,0.44030336,0.50140655,0.12470307,-0.22906218,-0.18851732,-0.45269537,-0.19568898,0.21094026,0.17375648,0.08365868,-0.27309012,0.62069,0.73148113,0.008760195
60037,0.125,0.0017799928800284,-0.029930037,-0.54850054,-0.6562268,-0.18196341,0.35203904,0.6179154,-0.041193187,0.008739002,-0.5552555,0.45555443,0.016353076,0.8402547,0.28009927,0.60910624,0.6262526,0.6090115,-0.23218973
136416,0.0952380952380952,0.0,-0.6712045,0.034899574,-0.58919734,-0.44623417,0.38317958,-0.37400514,-0.3926565,-0.06088234,-0.44243377,0.5948713,0.34782586,0.17189625,0.17888516,0.32427225,0.27945662,0.12358508,0.21965505
116221,0.5,0.0,-0.7646173,-0.62733877,0.11928832,-1.3122802,-0.07299324,0.09144295,-0.064806536,-0.21967253,-0.55007833,-0.07180949,0.7178766,0.24923764,-0.03412361,0.09571163,0.5449037,1.2270247,0.47832954
31392,0.2857142857142857,0.0,-1.2958881,-0.09097239,-0.89286387,0.21034302,1.0457208,0.6745504,-0.009416371,0.16614747,-0.74183446,1.1189656,0.13651603,-0.4960977,1.0276664,-0.5829746,0.119934894,0.41731864,0.12533303
167521,0.2727272727272727,0.0,-0.8235915,0.1846049,-0.311164,-0.20208652,-0.009759272,-0.24645302,-0.7717159,-0.10886465,-0.5116991,0.2029236,-0.43676546,-0.3912164,-0.091174796,-0.18351848,0.9302112,0.53826064,0.22451125
100961,0.2857142857142857,0.0,-0.99895436,0.13210216,0.0005120968,-0.64089316,0.21105947,0.6404584,-0.3206582,0.1918783,-0.35955852,-0.38805348,0.40824896,0.8749852,0.15911794,-0.38662764,0.54572904,0.545145,-0.66569304
47797,0.4285714285714285,0.0,-1.6701145,0.10552238,-0.41756508,-0.073940285,-0.93683964,0.23682371,-0.11592322,-1.1881205,-1.4576839,0.51159257,-0.09374678,0.77416486,0.25945935,-0.036113128,0.4827638,1.3195586,0.35525572
15138,0.1111111111111111,0.0045351473922902,0.13266538,-0.8164188,0.50121665,-0.22559042,-0.6913705,-0.044309817,-0.85662144,0.50744104,-0.67612416,-0.59881055,-0.5261126,0.4715288,0.14951356,-0.44331357,-0.18476759,-0.7146383,1.1506689
236021,0.1333333333333333,0.0,-0.31889772,-0.08788804,0.105619654,-0.31977603,-0.21966228,0.99843025,-0.2863375,-0.34437945,-0.9814837,-0.38614124,-0.08815091,0.89874005,-1.0979866,-0.2367464,0.6312694,1.985512,-0.07231991
112903,0.1428571428571428,0.0,-0.4750145,-0.013050049,-0.07847724,0.07694823,-0.589388,0.41816062,-0.34331596,-0.02781313,0.115659945,0.2532563,0.5305275,-0.6726192,0.29385132,0.43785763,0.15268305,0.61788577,-0.15940443
125708,0.1111111111111111,0.0,-0.9474378,-0.1116473,-0.82863873,0.13685286,-0.286723,-0.13345593,-0.768442,-0.40330324,-0.5250741,-0.6469254,-0.38849506,0.1974487,0.63079435,-1.3777292,0.9260157,0.060867906,0.6197446
270993,0.2222222222222222,0.0,0.60093397,-0.7053934,-0.25299793,0.16490692,-0.19423239,-0.052532073,0.47693172,-0.52223074,-0.975955,-0.041871045,0.783962,0.02371681,-0.62627673,-0.28831217,-0.38842046,0.1643557,0.43259507
229090,0.2352941176470588,0.0,0.15154222,0.25260165,0.56594014,-0.11169321,-0.44784173,-0.0745534,0.37951463,-0.4739169,-0.75063956,-0.32373103,0.02582987,0.17514428,-0.78075653,0.16657464,0.64830697,0.80864364,0.13897821
41026,0.2,0.0,-0.8168196,-0.59901077,0.053937543,-0.6371256,0.525813,1.156018,-0.17054231,0.5219266,-0.23494728,-1.0615685,1.1129577,-0.113237344,0.07163303,-0.7800491,0.52289534,0.5948493,0.38521123
71459,0.2,0.0,-0.16853637,0.25435323,-0.42653006,-0.6811674,0.22379123,1.4763727,0.17582746,-0.39259347,-0.68770343,-0.8908073,0.0029905592,-0.10097866,-0.29091543,-1.3454286,1.2982174,0.81201696,0.44941497
302220,0.1538461538461538,0.002,-0.6173538,0.06905113,-0.365664,-0.4358972,-0.01504908,0.72993,0.37025076,-0.016392434,-1.0674211,0.47975513,0.03246857,-0.028570186,-0.1765935,0.15729009,1.8286021,0.4426254,0.1028356
