,label
186643.0,0
187033.0,0
187566.0,0
187775.0,1
188004.0,1
188062.0,1
188122.0,1
188123.0,1
188343.0,1
188815.0,0
188825.0,1
189296.0,1
18938.0,0
189966.0,0
190599.0,1
190726.0,0
190740.0,0
190743.0,0
191616.0,0
191941.0,0
192798.0,0
192799.0,0
192978.0,0
193093.0,1
193291.0,1
193322.0,1
193514.0,1
193894.0,0
193921.0,1
193924.0,1
194106.0,0
194299.0,1
194625.0,0
195333.0,1
195575.0,1
19573.0,1
19664.0,0
196665.0,0
197232.0,1
197778.0,0
198112.0,1
19850.0,1
19915.0,0
199215.0,1
199227.0,1
200941.0,1
201005.0,1
201497.0,1
201582.0,0
201980.0,1
202431.0,1
202810.0,0
202826.0,1
202990.0,0
203466.0,1
203806.0,1
204085.0,1
204378.0,0
204451.0,0
204519.0,0
204792.0,1
205268.0,1
205499.0,1
205896.0,0
206049.0,0
206051.0,0
206148.0,0
206179.0,1
206376.0,0
206507.0,1
206585.0,0
206606.0,1
206621.0,1
207118.0,1
207812.0,0
207867.0,0
207958.0,0
207964.0,1
207977.0,1
208148.0,1
208299.0,1
208322.0,0
208416.0,1
208465.0,0
208592.0,1
20915.0,1
209354.0,0
209758.0,1
209775.0,0
209869.0,1
210098.0,1
210238.0,1
210240.0,1
210259.0,0
210433.0,0
210519.0,0
210555.0,0
210618.0,1
21137.0,0
211611.0,1
211875.0,0
212532.0,1
21285.0,0
213207.0,1
213264.0,0
213327.0,1
213619.0,0
214095.0,1
215259.0,1
215318.0,0
215343.0,1
215712.0,0
216007.0,0
216030.0,1
216097.0,0
21638.0,1
216831.0,1
216857.0,1
21696.0,1
21727.0,1
21735.0,1
217395.0,0
21844.0,1
218708.0,1
218757.0,1
218912.0,0
219310.0,1
219350.0,0
219460.0,0
219600.0,0
219605.0,0
219614.0,0
219775.0,1
220134.0,1
220200.0,1
220548.0,1
220809.0,0
221104.0,0
221137.0,1
221153.0,1
221274.0,1
221740.0,0
222116.0,0
222247.0,0
222510.0,1
222605.0,0
22277.0,1
22305.0,1
223333.0,0
223338.0,0
22335.0,1
223377.0,0
223431.0,1
22344.0,1
22360.0,1
22373.0,1
223883.0,0
223885.0,0
223926.0,1
224263.0,1
224292.0,1
224325.0,0
224370.0,1
224472.0,1
224498.0,0
224599.0,1
224622.0,0
224631.0,0
224648.0,0
224649.0,1
224772.0,0
224817.0,1
224869.0,0
225343.0,1
225416.0,0
225768.0,0
225770.0,1
22649.0,0
226601.0,1
226602.0,1
226640.0,0
22689.0,1
227173.0,1
22719.0,1
227416.0,1
227420.0,1
227426.0,0
227556.0,1
22785.0,0
227874.0,0
22798.0,1
228105.0,0
22821.0,0
228561.0,1
22880.0,1
228925.0,1
22901.0,0
229090.0,0
229296.0,1
229808.0,1
229903.0,0
229967.0,1
230252.0,1
230422.0,1
230692.0,1
230702.0,0
231025.0,0
231412.0,1
231453.0,1
232457.0,0
232464.0,1
23289.0,1
233171.0,1
233356.0,1
233366.0,1
233389.0,1
23343.0,0
233880.0,1
233939.0,0
234046.0,0
234053.0,0
234406.0,1
234587.0,0
234641.0,0
236021.0,1
236306.0,1
236399.0,0
236442.0,0
23656.0,1
236696.0,0
237009.0,0
237363.0,0
238023.0,0
238039.0,1
238060.0,0
238063.0,1
238100.0,0
238567.0,0
238624.0,0
238645.0,0
238683.0,1
238712.0,0
238858.0,1
238889.0,0
239180.0,0
239235.0,1
239242.0,1
239572.0,0
240915.0,0
241124.0,1
241155.0,1
241164.0,1
241172.0,1
241178.0,1
24157.0,1
241629.0,0
241638.0,0
24196.0,0
24202.0,0
243053.0,1
243056.0,0
243338.0,0
243341.0,0
24351.0,0
243646.0,1
243797.0,1
243888.0,0
243981.0,1
244180.0,0
244261.0,0
244623.0,0
244817.0,1
244829.0,1
244836.0,0
24504.0,1
24508.0,1
245207.0,0
245243.0,0
245276.0,0
245322.0,1
245497.0,0
245582.0,1
245926.0,1
24602.0,1
246216.0,0
24695.0,1
247108.0,1
247318.0,0
247382.0,1
247538.0,1
24759.0,1
247764.0,1
248024.0,0
24814.0,1
248400.0,1
248837.0,1
250430.0,1
251417.0,0
251646.0,1
251826.0,0
251839.0,1
252097.0,0
252177.0,0
25271.0,1
252912.0,0
252919.0,0
252998.0,1
253709.0,1
254298.0,0
254427.0,0
255205.0,0
25522.0,1
255224.0,1
255226.0,1
255338.0,1
255343.0,1
255408.0,1
255852.0,1
256174.0,0
25639.0,1
25640.0,1
256935.0,1
256944.0,0
256976.0,0
257045.0,0
257247.0,1
257277.0,1
257531.0,0
257534.0,0
257771.0,0
257927.0,1
258654.0,1
258672.0,1
258802.0,0
259159.0,1
259260.0,0
259470.0,1
260011.0,0
260199.0,0
26110.0,1
26113.0,0
26115.0,0
261267.0,1
261326.0,1
261900.0,1
261902.0,0
262165.0,0
262226.0,0
262334.0,0
262341.0,0
263444.0,1
263727.0,0
263889.0,1
264076.0,0
264418.0,1
264446.0,0
265302.0,1
265811.0,0
265959.0,0
266366.0,1
266396.0,0
266609.0,0
266791.0,1
266852.0,1
266861.0,1
26690.0,1
266938.0,0
267092.0,0
267252.0,1
267255.0,1
267278.0,1
267354.0,0
267466.0,1
267694.0,1
267799.0,0
26808.0,1
268258.0,1
268536.0,1
268836.0,0
270254.0,0
270416.0,0
270439.0,1
270444.0,0
270449.0,1
270628.0,0
270665.0,0
270956.0,0
270993.0,1
270996.0,1
271366.0,0
271594.0,0
271598.0,0
272375.0,1
272624.0,1
272817.0,0
272838.0,1
273032.0,0
273171.0,1
273207.0,0
273237.0,0
273250.0,0
273314.0,1
273510.0,0
273531.0,0
273539.0,0
274073.0,1
274185.0,1
274219.0,1
274917.0,1
275248.0,0
275267.0,0
275603.0,1
275620.0,0
276217.0,1
27775.0,1
27798.0,0
277991.0,1
278474.0,0
27857.0,1
27863.0,1
279373.0,1
28006.0,0
280584.0,0
280794.0,0
280951.0,0
28142.0,1
28151.0,1
28182.0,1
28191.0,1
281984.0,1
282560.0,1
282586.0,1
282985.0,1
28335.0,1
283495.0,1
283935.0,0
284005.0,0
284673.0,1
286943.0,1
288714.0,0
288766.0,1
290062.0,1
290088.0,1
29044.0,0
290546.0,0
291121.0,1
292277.0,0
292588.0,0
294178.0,1
294226.0,1
295793.0,1
29751.0,0
29758.0,1
29771.0,0
298459.0,1
298736.0,0
298774.0,1
29920.0,1
299754.0,1
301320.0,0
301321.0,0
30162.0,1
30171.0,0
302220.0,0
30646.0,1
306700.0,1
30762.0,0
30763.0,0
30858.0,0
31197.0,1
31392.0,1
31474.0,0
31544.0,1
323217.0,1
32459.0,1
32681.0,0
327282.0,1
327283.0,1
33089.0,0
33170.0,1
33272.0,1
33312.0,1
33436.0,0
33439.0,1
341382.0,1
341763.0,0
341983.0,0
342197.0,1
342407.0,1
34346.0,0
34637.0,1
34640.0,0
34684.0,0
34984.0,1
34989.0,0
35684.0,0
35694.0,1
35934.0,0
36098.0,1
36116.0,1
36158.0,1
36164.0,0
36209.0,0
367506.0,1
367576.0,1
368460.0,0
368969.0,0
370050.0,0
370399.0,1
370404.0,0
37117.0,0
37459.0,1
38019.0,1
38154.0,1
38374.0,1
38387.0,0
39282.0,1
40129.0,0
40181.0,1
40247.0,0
40260.0,0
40266.0,0
40970.0,1
41026.0,1
41032.0,1
41381.0,1
41692.0,0
42426.0,1
42682.0,0
42946.0,1
43342.0,1
43371.0,1
43444.0,1
43456.0,1
43469.0,0
44457.0,1
44780.0,0
45175.0,0
45184.0,0
45186.0,1
45433.0,0
45676.0,1
45860.0,1
46254.0,1
46441.0,0
46495.0,0
46497.0,1
46503.0,1
46604.0,1
46615.0,1
46618.0,1
46663.0,1
46860.0,1
47472.0,1
47797.0,1
47939.0,1
48019.0,0
48300.0,1
48724.0,0
49029.0,0
49073.0,1
49264.0,1
49358.0,1
49417.0,1
49903.0,1
50103.0,1
50302.0,0
50306.0,1
50307.0,0
50444.0,0
50453.0,0
50455.0,0
50478.0,0
50479.0,1
51224.0,1
52067.0,1
52068.0,1
52160.0,0
52839.0,0
535523.0,1
53609.0,0
53742.0,1
53766.0,1
54457.0,0
55156.0,0
55506.0,0
56006.0,0
56148.0,1
56276.0,0
56810.0,1
56853.0,1
56989.0,1
57231.0,1
57294.0,1
57295.0,1
57598.0,0
57618.0,0
58096.0,1
58097.0,1
58151.0,1
58554.0,0
58795.0,1
59302.0,1
59333.0,0
59673.0,0
59712.0,1
60037.0,0
60405.0,1
60428.0,1
61277.0,1
61531.0,1
61557.0,1
62438.0,1
63841.0,0
63951.0,1
63956.0,1
65068.0,1
65939.0,1
66261.0,1
66505.0,0
66623.0,0
68828.0,1
69234.0,1
69268.0,1
69707.0,1
69824.0,0
69870.0,1
70280.0,1
70299.0,1
70420.0,1
70710.0,0
71029.0,1
71459.0,1
7155.0,0
7156.0,0
71736.0,0
71987.0,1
72017.0,1
72385.0,0
73360.0,1
73447.0,1
73449.0,0
74101.0,1
74184.0,1
74447.0,1
74532.0,0
74594.0,1
74870.0,1
74998.0,0
75393.0,0
75441.0,1
75892.0,1
75938.0,1
76104.0,0
76124.0,1
77229.0,1
77237.0,0
78398.0,1
78577.0,1
78752.0,1
79203.0,1
79356.0,0
79644.0,1
79701.0,0
79858.0,0
79925.0,1
79934.0,1
79935.0,1
80566.0,0
80620.0,1
80627.0,1
80855.0,0
80866.0,1
80914.0,0
81276.0,0
81371.0,0
81406.0,0
81538.0,1
81544.0,1
81563.0,1
81615.0,1
81668.0,0
81707.0,1
82666.0,1
83106.0,1
83119.0,1
83283.0,1
83310.0,1
83400.0,0
83859.0,0
8404.0,0
84133.0,0
84140.0,0
84176.0,0
84670.0,1
84772.0,1
84924.0,1
86494.0,0
87161.0,1
87163.0,1
87400.0,0
87434.0,0
88077.0,1
88099.0,0
88119.0,0
88139.0,0
88245.0,1
88791.0,0
88792.0,0
88797.0,1
88881.0,0
88888.0,1
89184.0,1
89266.0,1
89747.0,0
89787.0,1
89835.0,1
89839.0,1
89951.0,1
90008.0,1
90172.0,1
90396.0,1
90412.0,1
90667.0,1
90986.0,0
91166.0,0
91276.0,0
91292.0,1
91350.0,1
91574.0,1
91844.0,0
91996.0,0
92221.0,1
92291.0,0
92331.0,1
92496.0,1
92521.0,1
92533.0,1
92578.0,1
92686.0,0
93116.0,1
93119.0,1
93807.0,0
93821.0,0
93827.0,0
93828.0,0
93839.0,0
93843.0,0
93976.0,1
94215.0,0
94439.0,1
94481.0,1
94525.0,1
94532.0,0
94983.0,1
95147.0,1
95205.0,1
9524.0,0
95388.0,1
95887.0,0
96058.0,1
96099.0,0
96179.0,1
96194.0,1
96337.0,0
96350.0,0
96361.0,0
96642.0,1
96683.0,0
96685.0,0
96694.0,0
96700.0,1
97076.0,0
97095.0,0
97289.0,0
97908.0,1
97992.0,0
98155.0,0
98187.0,0
98442.0,1
98505.0,0
98562.0,1
99331.0,1
99501.0,1
