,f_uh,f_um,f_start,f_mid,f_uncertain,sen_len,conjunctToSent,conjunctTypesToSent,conjunctToWords,conjunctNum,conjunctTypesToTotal,conjunctNeighborSent,posemo,negemo,anx,anger,sad,synonymToNouns,synonymToVerbs,averageSynClassNOUN,averageSynClassVERB,TTR,CorrectedTTR,RootTTR,BilogTTR,MTLD,POS_numNouns,POS_numProperNouns,POS_numPronouns,POS_numConjunct,POS_numAdjectives,POS_numVerbs,POS_numAdverbs,POS_numModals,POS_numPrepositions,POS_numInterjections,POS_numPerPronouns,POS_numWhPronouns,POS_numLexicals,POS_numFunctionWords,POS_numDeterminers,POS_numVerbsVB,POS_numVerbsVBG,POS_numVerbsVBN,POS_numVerbsVBP,POS_numVerbsVBZ,POS_advVar,POS_adjVar,POS_modVar,POS_nounVar,POS_verbVar1,POS_verbVar2,POS_squaredVerbVar1,POS_correctedVV1,localNounOverlapCount,localArgumentOverlapCount,localStemOverlapCount,localContentWordOverlap,globalNounOverlapCount,globalArgumentOverlapCount,globalStemOverlapCount,globalContentWordOverlap,DISC_RefExprPronounsPerNoun,DISC_RefExprPronounsPerSen,DISC_RefExprPronounsPerWord,DISC_RefExprPerPronounsPerSen,DISC_RefExprPerProPerWord,DISC_RefExprPossProPerSen,DISC_RefExprPossProPerWord,DISC_RefExprDefArtPerSen,DISC_RefExprDefArtPerWord,DISC_RefExprProperNounsPerNoun
107551,-0.5364973086995147,-0.8526498075030937,-0.3160388650274624,-0.9760452933825848,-0.4030353223924717,0.9817913419072716,1.1176470588235294,0.1764705882352941,0.0409482758620689,19,0.1578947368421052,0.6470588235294118,4.1,3.86,1.45,0.24,0.24,0.8947368421052632,0.6222222222222222,1.1176470588235294,1.6071428571428572,0.0323275862068965,0.4923991232239595,0.6963575181639445,0.4410588143909482,33.421017593913454,0.178117048346056,0.0127226463104325,0.1399491094147582,0.0483460559796437,0.0661577608142493,0.2035623409669211,0.1272264631043257,0.0127226463104325,0.1145038167938931,0.0,0.1399491094147582,0,0.5750636132315522,0.5521628498727735,0.1094147582697201,0.0458015267175572,0,0.0687022900763358,0,0,0.2212389380530973,0.1150442477876106,0.336283185840708,0.3097345132743362,1.6,0.3539823008849557,128.0,8.0,0.0,0.7647058823529411,0.7647058823529411,10.058823529411764,0.0,5.941176470588236,5.941176470588236,78.29411764705883,0.8461538461538461,3.235294117647059,0.1185344827586206,3.235294117647059,0.1185344827586206,0.0,0.0,1.2352941176470589,0.0452586206896551,0.0769230769230769
108146,-0.5425707433767254,-0.9647738409960632,-0.5961253789262636,-0.980865807598422,-0.6116975055228792,-0.8525988952436769,0.6428571428571429,0.2142857142857142,0.0514285714285714,9,0.3333333333333333,0.8571428571428571,8.51,0.71,0.0,0.0,0.71,1.0,0.7857142857142857,1.0,1.2727272727272727,0.0857142857142857,0.8017837257372731,1.1338934190276817,0.5243296072237811,41.04715815485997,0.2302158273381295,0.158273381294964,0.1223021582733813,0.0647482014388489,0.0575539568345323,0.2158273381294964,0.1798561151079136,0.014388489208633,0.0575539568345323,0.0,0.1223021582733813,0,0.6834532374100719,0.4964028776978417,0.0575539568345323,0.0575539568345323,0,0.079136690647482,0,0,0.2631578947368421,0.0842105263157894,0.3473684210526316,0.3368421052631579,1.5789473684210529,0.3157894736842105,47.36842105263158,4.8666426339228765,0.0,0.2142857142857142,0.2857142857142857,3.642857142857143,0.0,1.7857142857142858,2.071428571428572,21.5,1.8,1.2857142857142858,0.1028571428571428,1.2142857142857142,0.0971428571428571,0.0714285714285714,0.0057142857142857,0.1428571428571428,0.0114285714285714,2.2
110565,-0.4713399171081352,0.0467799394296398,-0.5961253789262636,-0.1578285013612667,0.5177999640308474,1.4134125741779555,0.8181818181818182,0.1818181818181818,0.0324909747292418,9,0.2222222222222222,0.4545454545454545,2.61,2.17,0.0,0.43,0.87,0.9583333333333334,0.8064516129032258,1.0434782608695652,1.24,0.0577617328519855,0.6797748618593398,0.9613468290017756,0.4929907702437768,45.15601284296555,0.1666666666666666,0.027027027027027,0.1756756756756756,0.0405405405405405,0.045045045045045,0.2477477477477477,0.1081081081081081,0.0135135135135135,0.0945945945945946,0.009009009009009,0.1756756756756756,0,0.5675675675675675,0.5405405405405406,0.0990990990990991,0.036036036036036,0,0.0855855855855855,0,0,0.1904761904761904,0.0793650793650793,0.2698412698412698,0.2936507936507936,1.5277777777777777,0.4365079365079365,84.02777777777777,6.481812160876686,0.0,0.7272727272727273,0.7272727272727273,8.909090909090908,0.0,3.5454545454545454,3.5454545454545454,41.0,1.3548387096774193,3.8181818181818175,0.151624548736462,3.5454545454545454,0.1407942238267148,0.2727272727272727,0.0108303249097472,0.7272727272727273,0.0288808664259927,0.1935483870967742
110690,1.391654833609942,0.0169028235520873,0.8752151687699703,0.8518830189086424,0.849818207542421,-0.2051670468367576,0.9333333333333332,0.2,0.0526315789473684,14,0.2142857142857142,0.4666666666666667,5.49,1.69,0.0,0.42,0.0,0.9047619047619048,0.8666666666666667,1.105263157894737,1.1538461538461535,0.0601503759398496,0.693687975619296,0.9810229431759452,0.496568560075712,36.98068669527897,0.2328767123287671,0.0821917808219178,0.1004566210045662,0.0639269406392694,0.0821917808219178,0.1735159817351598,0.1141552511415525,0.0045662100456621,0.0639269406392694,0.0091324200913242,0.1004566210045662,0,0.6027397260273972,0.5114155251141552,0.1552511415525114,0.0136986301369863,0,0.0365296803652968,0,0,0.1893939393939394,0.1363636363636363,0.3257575757575757,0.3863636363636363,1.809523809523809,0.2878787878787879,68.76190476190476,5.863527298559492,0.0,0.2666666666666666,0.2666666666666666,4.866666666666666,0.0,2.2,2.8,44.53333333333333,0.696969696969697,1.5333333333333334,0.0864661654135338,1.4666666666666666,0.0827067669172932,0.0666666666666666,0.0037593984962406,0.8666666666666667,0.0488721804511278,0.5454545454545454
110824,-0.6813469181811443,-0.7801251350453398,-0.1348717945294283,-1.0910131227534543,-0.6116975055228792,-0.6098119520915788,0.7333333333333333,0.0666666666666666,0.03886925795053,11,0.0909090909090909,0.7333333333333333,5.95,1.19,0.0,0.0,0.4,0.88,0.9444444444444444,1.1363636363636365,1.0588235294117647,0.0565371024734982,0.6725301627347178,0.9511012772444224,0.4911194405879954,39.604171521789794,0.2307692307692307,0.0809716599190283,0.1012145748987854,0.0445344129554655,0.1133603238866396,0.1781376518218623,0.0850202429149797,0.0161943319838056,0.1093117408906882,0.0040485829959514,0.1012145748987854,0,0.6072874493927125,0.4777327935222672,0.117408906882591,0.0283400809716599,0,0.0364372469635627,0,0,0.14,0.1866666666666666,0.3266666666666666,0.38,1.8333333333333333,0.2933333333333333,80.66666666666667,6.350852961085884,0.0,0.6,0.6,7.6,0.0,3.8666666666666663,3.8666666666666663,45.13333333333333,0.7297297297297297,1.8,0.0954063604240282,1.6666666666666667,0.0883392226148409,0.1333333333333333,0.0070671378091872,0.9333333333333332,0.0494699646643109,0.5405405405405406
110983,2.0860877028535096,-0.9647738409960632,5.005604899049759,-0.5937182596389893,-0.6116975055228792,-0.0702854117525219,0.5,0.2142857142857142,0.0351758793969849,7,0.4285714285714285,0.5,6.02,0.6,0.6,0.0,0.0,0.8571428571428571,0.9333333333333332,1.1666666666666667,1.0714285714285714,0.0804020100502512,0.8020075313873368,1.1342099280133373,0.5237916224452631,39.04045801526718,0.228395061728395,0.0987654320987654,0.1296296296296296,0.0432098765432098,0.074074074074074,0.2160493827160493,0.074074074074074,0.0061728395061728,0.0925925925925925,0.0061728395061728,0.1296296296296296,0,0.5925925925925926,0.4814814814814814,0.1296296296296296,0.0308641975308641,0,0.0308641975308641,0,0,0.125,0.125,0.25,0.3854166666666667,1.5217391304347827,0.3645833333333333,53.26086956521739,5.1604684654214,0.0,0.5714285714285714,0.5714285714285714,4.071428571428571,0.0,3.642857142857143,3.7142857142857135,23.714285714285715,1.0,1.5,0.1055276381909547,1.5,0.1055276381909547,0.0,0.0,0.3571428571428571,0.0251256281407035,0.7619047619047619
111363,0.3832463346179065,-0.9647738409960632,2.650687561520733,-1.230929982544982,-0.6116975055228792,-1.6618887057506706,0.6363636363636364,0.2727272727272727,0.0355329949238578,7,0.4285714285714285,0.4545454545454545,4.47,2.79,0.0,1.68,0.56,0.9615384615384616,0.8947368421052632,1.04,1.1176470588235294,0.0761421319796954,0.7556890827898176,1.0687057498186447,0.512577280783584,87.97649572649573,0.2356321839080459,0.0459770114942528,0.1379310344827586,0.0402298850574712,0.057471264367816,0.1839080459770115,0.0977011494252873,0.028735632183908,0.0977011494252873,0.0,0.1379310344827586,0,0.5747126436781609,0.5229885057471264,0.1206896551724138,0.028735632183908,0,0.0172413793103448,0,0,0.17,0.1,0.27,0.41,1.391304347826087,0.32,44.52173913043478,4.718142596956708,0.0,0.5454545454545454,0.5454545454545454,3.090909090909091,0.0,2.363636363636364,2.727272727272727,14.545454545454543,0.7878787878787878,2.363636363636364,0.1319796954314721,2.1818181818181817,0.1218274111675127,0.1818181818181818,0.0101522842639593,0.4545454545454545,0.0253807106598984,0.2424242424242424
111734,-0.6677866682522302,0.6260457795024785,-0.5961253789262636,0.1251872738959768,1.2386188619796643,0.3266519714967897,0.6666666666666666,0.1666666666666666,0.0310077519379844,8,0.25,0.3333333333333333,5.13,2.14,0.0,0.0,0.43,1.0,0.8846153846153846,1.0,1.1304347826086956,0.0620155038759689,0.7043607250604991,0.9961164901835046,0.4992992799314453,48.31104815864023,0.1469194312796208,0.0047393364928909,0.1516587677725118,0.0379146919431279,0.0758293838862559,0.2227488151658767,0.1611374407582938,0.0189573459715639,0.0853080568720379,0.0047393364928909,0.1516587677725118,0,0.6066350710900474,0.5545023696682464,0.0947867298578199,0.0616113744075829,0,0.1042654028436018,0,0,0.265625,0.125,0.390625,0.2421875,1.5161290322580645,0.3671875,71.25806451612904,5.969005969008953,0.0,0.5,0.5,5.833333333333333,0.0,2.833333333333333,2.833333333333333,32.25,1.1333333333333333,2.833333333333333,0.1317829457364341,2.6666666666666665,0.1240310077519379,0.1666666666666666,0.0077519379844961,0.9166666666666666,0.0426356589147286,0.0333333333333333
112223,0.9648674231890296,-0.9647738409960632,4.17252706283794,-1.230929982544982,-0.6116975055228792,-1.6618887057506706,0.4285714285714285,0.2142857142857142,0.0265486725663716,6,0.5,0.3571428571428571,5.13,1.03,0.0,0.0,0.0,0.9285714285714286,0.9411764705882352,1.0769230769230769,1.0625,0.0663716814159292,0.7055406512876979,0.9977851578566088,0.4995909447067068,42.72192982456141,0.1382978723404255,0.026595744680851,0.1595744680851064,0.0319148936170212,0.0319148936170212,0.2287234042553191,0.1542553191489361,0.0319148936170212,0.1276595744680851,0.0,0.1595744680851064,0,0.5531914893617021,0.601063829787234,0.0957446808510638,0.0638297872340425,0,0.026595744680851,0,0,0.2788461538461538,0.0576923076923076,0.3365384615384615,0.25,1.8695652173913044,0.4134615384615384,80.3913043478261,6.340004114660577,0.0,0.6428571428571429,0.6428571428571429,3.5,0.0,2.857142857142857,2.857142857142857,21.0,1.5238095238095235,2.2857142857142856,0.1415929203539823,2.142857142857143,0.1327433628318584,0.1428571428571428,0.0088495575221238,0.3571428571428571,0.0221238938053097,0.238095238095238
112509,0.332281764005186,1.527983689338705,-0.5961253789262636,1.6023864282334497,-0.6116975055228792,-0.2995841913960957,0.75,0.375,0.0491803278688524,6,0.5,0.25,8.04,0.0,0.0,0.0,0.0,0.9090909090909092,1.0,1.1,1.0,0.1311475409836065,1.0242950394631678,1.4485719366802965,0.5771391707951457,51.348101265822784,0.2254901960784313,0.1078431372549019,0.0588235294117647,0.0588235294117647,0.1078431372549019,0.1568627450980392,0.1176470588235294,0.0098039215686274,0.1372549019607843,0.0098039215686274,0.0588235294117647,0,0.6078431372549019,0.5098039215686274,0.1176470588235294,0.0098039215686274,0,0.0784313725490196,0,0,0.1935483870967742,0.1774193548387097,0.3709677419354839,0.3709677419354839,1.6,0.2580645161290322,25.6,3.5777087639996634,0.0,0.375,0.375,2.375,0.0,0.375,0.5,13.0,0.5,0.75,0.0491803278688524,0.75,0.0491803278688524,0.0,0.0,0.75,0.0491803278688524,0.9166666666666666
112903,-0.8576301672570279,0.6163927478246959,-0.5961253789262636,-0.0328069695728728,-0.6116975055228792,0.1532327263879996,1.5555555555555556,0.2222222222222222,0.0606060606060606,14,0.1428571428571428,0.7777777777777778,3.88,1.94,0.0,0.49,0.49,0.925925925925926,0.6818181818181818,1.08,1.4666666666666666,0.0692640692640692,0.7443873683187767,1.0527227119356304,0.5094406327686962,34.111980939414565,0.1959798994974874,0.0301507537688442,0.1055276381909547,0.0703517587939698,0.0804020100502512,0.2060301507537688,0.1105527638190954,0.0050251256281407,0.1155778894472361,0.0050251256281407,0.1055276381909547,0,0.592964824120603,0.5175879396984925,0.1055276381909547,0.0301507537688442,0,0.0753768844221105,0,0,0.1864406779661017,0.135593220338983,0.3220338983050847,0.3305084745762712,1.4642857142857142,0.3474576271186441,60.035714285714285,5.4788554592047,0.0,0.5555555555555556,0.5555555555555556,10.77777777777778,0.0,1.6666666666666667,1.6666666666666667,41.22222222222222,0.6666666666666666,2.4444444444444446,0.0952380952380952,2.333333333333333,0.0909090909090909,0.1111111111111111,0.0043290043290043,1.4444444444444444,0.0562770562770562,0.1818181818181818
114419,1.890207694626848,0.7141968667208253,0.602182902187164,1.8587804676967896,1.17376241198473,0.0491811793227256,0.5833333333333334,0.25,0.0330188679245283,7,0.4285714285714285,0.4166666666666667,4.64,3.09,0.52,1.03,0.0,0.9047619047619048,0.9047619047619048,1.105263157894737,1.105263157894737,0.070754716981132,0.728464396767948,1.0302042296151677,0.5055552290657404,62.56269113149848,0.2307692307692307,0.0828402366863905,0.1183431952662721,0.0414201183431952,0.0769230769230769,0.2189349112426035,0.0946745562130177,0.0059171597633136,0.0769230769230769,0.0,0.1183431952662721,0,0.621301775147929,0.4733727810650887,0.136094674556213,0.0710059171597633,0,0.0177514792899408,0,0,0.1523809523809524,0.1238095238095238,0.2761904761904762,0.3714285714285714,1.4230769230769231,0.3523809523809524,52.65384615384615,5.130976815083369,0.0,0.3333333333333333,0.3333333333333333,5.916666666666667,0.0,2.4166666666666665,2.5,30.58333333333333,0.8,1.6666666666666667,0.0943396226415094,1.6666666666666667,0.0943396226415094,0.0,0.0,1.4166666666666667,0.080188679245283,0.56
116202,-0.8576301672570279,-0.9647738409960632,-0.5961253789262636,-1.230929982544982,-0.6116975055228792,-1.6618887057506706,0.7333333333333333,0.1333333333333333,0.0460251046025104,11,0.1818181818181818,0.8666666666666667,2.79,0.93,0.0,0.93,0.0,0.925925925925926,0.7894736842105263,1.08,1.2666666666666666,0.0669456066945606,0.7318229659941572,1.0349539637650411,0.5062735643081032,40.971428571428575,0.2663316582914573,0.0703517587939698,0.0904522613065326,0.0552763819095477,0.050251256281407,0.185929648241206,0.0854271356783919,0.0201005025125628,0.0954773869346733,0.0050251256281407,0.0904522613065326,0,0.5879396984924623,0.4974874371859296,0.1457286432160804,0.050251256281407,0,0.0552763819095477,0,0,0.1452991452991453,0.0854700854700854,0.2307692307692307,0.452991452991453,1.5416666666666667,0.3162393162393162,57.04166666666666,5.340489990004039,0.0,0.4,0.4,3.6666666666666665,0.0,2.333333333333333,2.333333333333333,31.6,0.5384615384615384,1.4,0.0878661087866108,1.2,0.0753138075313807,0.2,0.0125523012552301,0.8,0.0502092050209205,0.358974358974359
